NP_001288811.1 NP_186887.1
XP_009103222.1 NP_173685.1
XP_009103225.1 NP_564178.2
XP_009103226.1 NP_564176.2
XP_009103229.1 NP_173674.1
XP_009103236.2 NP_173661.1
XP_009103240.1 NP_173656.1
XP_009103242.1 NP_173655.2
XP_009103243.1 NP_564168.2
XP_009103244.1 NP_176199.1
XP_009103245.1 NP_173650.3
XP_009103253.1 NP_564162.1
XP_009103254.1 NP_001322892.1
XP_009103258.1 NP_001321168.1
XP_009103259.1 NP_564160.1
XP_009103264.1 NP_001319060.1
XP_009103273.2 NP_173616.2
XP_009103277.1 NP_173607.1
XP_009103278.1 NP_001322780.1
XP_009103279.2 NP_181775.2
XP_009103287.2 NP_173585.1
XP_009103291.1 NP_176207.1
XP_009103299.1 NP_001154354.1
XP_009103301.1 NP_173549.1
XP_009103302.2 NP_173544.1
XP_009103313.1 NP_173523.1
XP_009103314.2 NP_001185050.1
XP_009103316.1 NP_173517.1
XP_009103318.1 NP_173515.2
XP_009103320.1 NP_176211.2
XP_009103325.2 NP_564126.1
XP_009103326.1 NP_173506.1
XP_009103327.1 NP_001323169.1
XP_009103330.1 NP_173500.1
XP_009103333.1 NP_564121.1
XP_009103338.1 NP_564118.1
XP_009103340.1 NP_173474.5
XP_009103341.1 NP_173471.2
XP_009103343.1 NP_564113.1
XP_009103353.2 NP_564106.1
XP_009103355.1 NP_001117318.4
XP_009103357.1 NP_564104.1
XP_009103360.2 NP_177023.1
XP_009103361.1 NP_173435.1
XP_009103362.1 NP_566786.1
XP_009103365.1 NP_173433.1
XP_009103373.1 NP_001321680.1
XP_009103383.1 NP_001325328.1
XP_009103387.1 NP_179526.2
XP_009103393.1 NP_566120.1
XP_009103394.1 NP_566837.1
XP_009103402.1 NP_179511.1
XP_009103403.1 NP_566617.1
XP_009103406.1 NP_001325144.1
XP_009103410.1 NP_001331087.1
XP_009103420.2 NP_201544.1
XP_009103421.1 NP_001318897.1
XP_009103426.1 NP_569048.1
XP_009103427.1 NP_201536.1
XP_009103429.1 NP_201534.1
XP_009103434.1 NP_201531.1
XP_009103436.1 NP_201529.1
XP_009103437.1 NP_201528.1
XP_009103438.1 NP_201527.1
XP_009103439.2 NP_569047.1
XP_009103441.1 NP_001331564.1
XP_009103442.1 NP_201524.1
XP_009103443.1 NP_201523.1
XP_009103444.1 NP_201522.1
XP_009103445.1 NP_569046.1
XP_009103447.1 NP_201519.1
XP_009103448.1 NP_201517.1
XP_009103449.1 NP_201516.1
XP_009103450.1 NP_569045.1
XP_009103452.1 NP_201515.1
XP_009103455.1 NP_001331725.1
XP_009103456.1 NP_201512.1
XP_009103457.2 NP_201509.1
XP_009103460.1 NP_851285.1
XP_009103462.1 NP_201503.1
XP_009103467.1 NP_201495.1
XP_009103473.1 NP_001318893.1
XP_009103474.1 NP_201488.1
XP_009103476.1 NP_201487.1
XP_009103477.1 NP_569040.1
XP_009103479.1 NP_001330515.1
XP_009103480.2 NP_201483.2
XP_009103484.1 NP_201481.1
XP_009103485.1 NP_201480.3
XP_009103486.1 NP_201479.1
XP_009103487.1 NP_201478.1
XP_009103489.1 NP_201477.1
XP_009103490.2 NP_201476.1
XP_009103491.1 NP_569015.1
XP_009103492.1 NP_201475.4
XP_009103494.1 NP_201473.1
XP_009103496.1 NP_201471.1
XP_009103500.1 NP_001119513.1
XP_009103502.1 NP_201463.1
XP_009103510.1 NP_201458.1
XP_009103512.2 NP_201457.1
XP_009103516.1 NP_001331356.1
XP_009103518.1 NP_001332723.1
XP_009103519.1 NP_201453.1
XP_009103523.1 NP_569036.1
XP_009103524.1 NP_201451.1
XP_009103525.1 NP_201450.1
XP_009103527.2 NP_201447.1
XP_009103529.1 NP_001331934.1
XP_009103534.1 NP_001032163.1
XP_009103536.1 NP_201430.1
XP_009103539.1 NP_201431.1
XP_009103540.2 NP_201436.1
XP_009103541.1 NP_566981.1
XP_009103542.1 NP_975003.1
XP_009103543.2 NP_201440.1
XP_009103544.1 NP_201422.1
XP_009103547.1 NP_201417.1
XP_009103549.1 NP_001332447.1
XP_009103552.1 NP_850084.1
XP_009103553.1 NP_180251.1
XP_009103554.1 NP_001324100.1
XP_009103555.1 NP_180239.1
XP_009103557.1 NP_001323795.1
XP_009103558.1 NP_001318293.1
XP_009103561.2 NP_180257.3
XP_009103564.1 NP_180261.1
XP_009103566.1 NP_180262.1
XP_009103568.1 NP_565632.1
XP_009103569.2 NP_001323455.1
XP_009103570.2 NP_001320140.1
XP_009103573.1 NP_180274.2
XP_009103575.1 NP_001324823.1
XP_009103579.1 NP_565637.1
XP_009103585.1 NP_177943.1
XP_009103591.1 NP_180298.1
XP_009103596.1 NP_001189617.1
XP_009103598.1 NP_180312.2
XP_009103599.1 NP_180316.1
XP_009103601.1 NP_565651.1
XP_009103613.1 NP_180337.1
XP_009103614.1 NP_565656.1
XP_009103615.1 NP_564753.1
XP_009103617.1 NP_001324201.1
XP_009103620.1 NP_565659.1
XP_009103622.1 NP_180348.2
XP_009103627.1 NP_565660.1
XP_009103628.1 NP_850110.1
XP_009103630.1 NP_001325341.1
XP_009103635.1 NP_197771.1
XP_009103638.2 NP_180367.1
XP_009103639.1 NP_001323590.1
XP_009103641.1 NP_001318302.1
XP_009103643.1 NP_180376.1
XP_009103645.1 NP_180379.1
XP_009103649.1 NP_180381.3
XP_009103651.2 NP_180382.2
XP_009103653.2 NP_850114.1
XP_009103654.1 NP_180387.2
XP_009103655.1 NP_001318303.1
XP_009103656.1 NP_180390.2
XP_009103657.1 NP_001324761.1
XP_009103658.1 NP_176222.2
XP_009103664.1 NP_001031435.1
XP_009103668.1 NP_180393.1
XP_009103670.1 NP_564754.1
XP_009103671.1 NP_001154537.1
XP_009103673.1 NP_180399.2
XP_009103674.2 NP_565669.1
XP_009103678.1 NP_180402.1
XP_009103681.2 NP_176225.1
XP_009103685.1 NP_029428.1
XP_009103686.1 NP_029430.1
XP_009103687.1 NP_029429.1
XP_009103688.1 NP_180412.2
XP_009103690.1 NP_001324192.1
XP_009103692.1 NP_176226.3
XP_009103693.1 NP_180416.1
XP_009103695.2 NP_850122.1
XP_009103696.1 NP_001031437.2
XP_009103697.1 NP_001189625.1
XP_009103698.1 NP_565674.1
XP_009103701.1 NP_189165.1
XP_009103707.2 NP_180437.2
XP_009103709.1 NP_180439.1
XP_009103711.2 NP_001332089.1
XP_009103712.1 NP_001325413.1
XP_009103714.1 NP_001324474.1
XP_009103719.1 NP_850127.1
XP_009103723.2 NP_001321103.1
XP_009103725.1 NP_001320637.1
XP_009103726.2 NP_564691.1
XP_009103727.1 NP_564689.1
XP_009103741.1 NP_175926.1
XP_009103742.1 NP_564684.1
XP_009103743.1 NP_564756.1
XP_009103744.1 NP_564683.1
XP_009103746.1 NP_176231.1
XP_009103783.1 NP_001031211.1
XP_009103790.2 NP_173643.1
XP_009103814.2 NP_201502.1
XP_009103823.1 NP_176256.2
XP_009103837.3 NP_180361.1
XP_009103839.2 NP_001078514.1
XP_009103842.1 NP_001117518.1
XP_009103847.1 NP_001117519.1
XP_009103848.1 NP_190891.1
XP_009103851.2 NP_001326813.1
XP_009103854.1 NP_001078276.1
XP_009103856.1 NP_190896.1
XP_009103857.1 NP_176261.1
XP_009103858.2 NP_566984.1
XP_009103860.1 NP_190909.1
XP_009103862.1 NP_190913.1
XP_009103863.1 NP_190916.1
XP_009103864.1 NP_190917.1
XP_009103865.1 NP_190918.3
XP_009103867.1 NP_190922.3
XP_009103869.2 NP_190921.2
XP_009103870.1 NP_566986.2
XP_009103873.1 NP_190926.1
XP_009103874.1 NP_176262.2
XP_009103876.1 NP_190928.1
XP_009103880.1 NP_190940.1
XP_009103881.1 NP_001030855.1
XP_009103882.1 NP_001327256.1
XP_009103885.1 NP_001320731.1
XP_009103886.2 NP_190963.1
XP_009103887.1 NP_190964.2
XP_009103889.1 NP_190965.1
XP_009103892.1 NP_566992.1
XP_009103898.1 NP_195252.1
XP_009103901.1 NP_001030856.1
XP_009103907.1 NP_176265.1
XP_009103909.1 NP_190985.1
XP_009103911.1 NP_190989.1
XP_009103914.1 NP_001078284.1
XP_009103921.1 NP_851016.1
XP_009103922.1 NP_001326677.1
XP_009103927.1 NP_191023.1
XP_009103929.1 NP_191029.1
XP_009103931.1 NP_001078285.1
XP_009103934.1 NP_567404.1
XP_009103936.1 NP_974434.2
XP_009103939.1 NP_191049.1
XP_009103940.1 NP_850706.1
XP_009103941.1 NP_191050.1
XP_009103942.1 NP_191052.2
XP_009103947.1 NP_567012.1
XP_009103948.1 NP_191061.1
XP_009103949.1 NP_001319753.1
XP_009103953.1 NP_567020.1
XP_009103955.1 NP_176274.1
XP_009103956.2 NP_191103.1
XP_009103959.1 NP_191115.1
XP_009103969.1 NP_191128.1
XP_009103972.2 NP_191139.1
XP_009103973.1 NP_176277.1
XP_009103974.1 NP_001326787.1
XP_009103978.1 NP_191168.1
XP_009103979.2 NP_001319765.1
XP_009103981.1 NP_001326110.1
XP_009103982.1 NP_191178.1
XP_009103988.1 NP_191181.1
XP_009103992.1 NP_001326128.1
XP_009103994.2 NP_001326720.1
XP_009103995.1 NP_191188.1
XP_009103998.1 NP_199833.1
XP_009104001.1 NP_568925.1
XP_009104003.1 NP_191205.1
XP_009104005.1 NP_191207.2
XP_009104013.2 NP_191222.1
XP_009104025.1 NP_176279.1
XP_009104028.1 NP_191252.1
XP_009104032.1 NP_191253.1
XP_009104039.1 NP_001325622.1
XP_009104045.1 NP_191273.1
XP_009104047.1 NP_191283.2
XP_009104051.1 NP_191291.1
XP_009104052.1 NP_191292.1
XP_009104065.1 NP_001325466.1
XP_009104073.1 NP_191326.1
XP_009104074.1 NP_001030878.1
XP_009104075.1 NP_001030879.1
XP_009104078.2 NP_001327704.1
XP_009104082.1 NP_191351.1
XP_009104083.1 NP_191350.1
XP_009104084.1 NP_001319787.1
XP_009104094.1 NP_566037.1
XP_009104096.2 NP_182041.1
XP_009104099.1 NP_001190122.1
XP_009104101.2 NP_001326739.1
XP_009104106.1 NP_001327504.1
XP_009104107.2 NP_191370.1
XP_009104108.1 NP_191371.1
XP_009104109.1 NP_001190921.1
XP_009104117.1 NP_567061.1
XP_009104118.1 NP_001030882.1
XP_009104127.1 NP_176287.3
XP_009104128.1 NP_191382.1
XP_009104131.1 NP_001319792.1
XP_009104133.1 NP_564710.1
XP_009104135.1 NP_001077726.1
XP_009104136.1 NP_175835.2
XP_009104137.1 NP_175836.1
XP_009104142.1 NP_191403.1
XP_009104144.1 NP_191404.2
XP_009104145.1 NP_191408.1
XP_009104150.1 NP_191415.2
XP_009104151.2 NP_191416.1
XP_009104153.1 NP_001078309.1
XP_009104154.1 NP_176290.1
XP_009104155.1 NP_191422.2
XP_009104164.1 NP_191424.5
XP_009104166.1 NP_191425.1
XP_009104168.1 NP_001190129.1
XP_009104172.1 NP_191437.1
XP_009104174.1 NP_001326923.1
XP_009104178.2 NP_191459.2
XP_009104179.2 NP_191461.2
XP_009104180.1 NP_191462.1
XP_009104181.1 NP_191464.1
XP_009104182.1 NP_191467.1
XP_009104183.1 NP_850719.1
XP_009104185.1 NP_191469.3
XP_009104186.1 NP_191470.1
XP_009104190.1 NP_191486.1
XP_009104193.2 NP_001190132.1
XP_009104196.1 NP_001327549.1
XP_009104198.1 NP_176291.1
XP_009104204.1 NP_191498.2
XP_009104207.1 NP_191503.1
XP_009104209.1 NP_001326775.1
XP_009104210.1 NP_564766.1
XP_009104211.1 NP_191510.1
XP_009104212.1 NP_001030895.1
XP_009104213.1 NP_191525.2
XP_009104214.1 NP_001190137.1
XP_009104219.1 NP_568221.1
XP_009104220.1 NP_191536.2
XP_009104223.1 NP_191537.4
XP_009104225.1 NP_001078052.1
XP_009104226.1 NP_191542.2
XP_009104230.1 NP_191549.2
XP_009104232.1 NP_001326226.1
XP_009104238.1 NP_191556.1
XP_009104239.1 NP_001030898.1
XP_009104241.1 NP_001031213.1
XP_009104243.1 NP_191575.2
XP_009104246.2 NP_191581.1
XP_009104251.1 NP_568605.1
XP_009104252.1 NP_567096.1
XP_009104254.1 NP_191584.1
XP_009104255.1 NP_001118861.1
XP_009104257.1 NP_001030900.1
XP_009104259.1 NP_191593.1
XP_009104261.1 NP_191603.2
XP_009104262.1 NP_001077748.1
XP_009104265.1 NP_191610.3
XP_009104270.1 NP_191612.1
XP_009104274.1 NP_567101.1
XP_009104276.1 NP_567151.1
XP_009104278.2 NP_567105.1
XP_009104280.1 NP_001118868.1
XP_009104282.1 NP_191650.2
XP_009104283.1 NP_001077749.1
XP_009104286.1 NP_001078322.1
XP_009104289.1 NP_191667.2
XP_009104290.1 NP_191670.1
XP_009104291.1 NP_567109.1
XP_009104292.1 NP_191674.1
XP_009104294.1 NP_001031215.1
XP_009104298.1 NP_191686.1
XP_009104299.1 NP_567980.1
XP_009104302.3 NP_001327045.1
XP_009104307.1 NP_564769.1
XP_009104311.1 NP_191706.2
XP_009104312.1 NP_191712.1
XP_009104313.2 NP_191711.1
XP_009104314.1 NP_191713.1
XP_009104315.1 NP_001322666.1
XP_009104316.1 NP_001319815.1
XP_009104319.1 NP_191717.1
XP_009104320.1 NP_001319816.1
XP_009104325.1 NP_850733.1
XP_009104326.1 NP_567115.1
XP_009104328.1 NP_001118878.1
XP_009104332.1 NP_191722.1
XP_009104334.1 NP_001327687.1
XP_009104340.1 NP_567116.1
XP_009104341.1 NP_001319817.1
XP_009104342.1 NP_001078326.1
XP_009104345.1 NP_191735.2
XP_009104346.1 NP_191737.1
XP_009104347.1 NP_567117.1
XP_009104349.1 NP_001185276.1
XP_009104350.1 NP_001326668.1
XP_009104351.1 NP_191740.1
XP_009104357.1 NP_567122.1
XP_009104363.1 NP_191769.1
XP_009104371.1 NP_001327694.1
XP_009104372.1 NP_001327192.1
XP_009104377.1 NP_191783.1
XP_009104378.1 NP_191784.1
XP_009104379.1 NP_191787.2
XP_009104381.1 NP_191796.1
XP_009104385.1 NP_191800.1
XP_009104387.1 NP_191822.1
XP_009104388.1 NP_191824.1
XP_009104389.1 NP_176308.2
XP_009104392.2 NP_175895.1
XP_009104396.2 NP_001078331.1
XP_009104399.1 NP_191848.2
XP_009104400.1 NP_176309.2
XP_009104412.1 NP_191867.1
XP_009104413.2 NP_001078333.1
XP_009104414.1 NP_191900.1
XP_009104417.2 NP_176196.1
XP_009104418.1 NP_001321122.1
XP_009104420.1 NP_001322513.1
XP_009104421.1 NP_178096.2
XP_009104422.1 NP_565220.1
XP_009104426.1 NP_565222.1
XP_009104427.1 NP_001117622.1
XP_009104428.1 NP_565223.1
XP_009104429.2 NP_178104.1
XP_009104430.1 NP_178105.1
XP_009104432.1 NP_178106.2
XP_009104433.1 NP_001031306.2
XP_009104434.1 NP_178113.3
XP_009104436.1 NP_565224.1
XP_009104437.1 NP_001154478.1
XP_009104440.1 NP_178118.2
XP_009104441.1 NP_565228.1
XP_009104443.1 NP_178122.1
XP_009104444.1 NP_178125.1
XP_009104446.1 NP_178127.2
XP_009104448.1 NP_565232.1
XP_009104449.1 NP_178138.2
XP_009104452.1 NP_178141.1
XP_009104453.1 NP_001077853.1
XP_009104455.2 NP_178151.1
XP_009104459.1 NP_849912.1
XP_009104460.1 NP_178157.2
XP_009104461.1 NP_176316.4
XP_009104466.3 NP_001319429.1
XP_009104468.2 NP_178167.1
XP_009104469.1 NP_001185277.1
XP_009104470.1 NP_178168.1
XP_009104472.1 NP_178176.2
XP_009104476.1 NP_178183.2
XP_009104481.1 NP_974063.1
XP_009104483.1 NP_178190.1
XP_009104485.1 NP_001321040.1
XP_009104495.1 NP_563987.1
XP_009104499.1 NP_178206.1
XP_009104503.2 NP_565249.1
XP_009104504.2 NP_001321299.1
XP_009104505.2 NP_565219.1
XP_009104506.1 NP_001320544.1
XP_009104507.1 NP_178086.1
XP_009104513.1 NP_850982.1
XP_009104515.1 NP_565214.1
XP_009104516.1 NP_001319416.1
XP_009104519.1 NP_565212.1
XP_009104520.1 NP_001321988.1
XP_009104524.1 NP_178071.1
XP_009104526.1 NP_001319413.1
XP_009104527.1 NP_565211.1
XP_009104528.1 NP_178067.1
XP_009104529.1 NP_565210.1
XP_009104536.1 NP_178049.2
XP_009104538.1 NP_565205.1
XP_009104540.1 NP_565518.1
XP_009104542.1 NP_565203.1
XP_009104543.1 NP_001077847.1
XP_009104545.1 NP_178039.1
XP_009104546.1 NP_001320315.1
XP_009104547.1 NP_178025.1
XP_009104549.2 NP_565198.1
XP_009104550.1 NP_178024.3
XP_009104554.1 NP_565196.1
XP_009104555.1 NP_178020.1
XP_009104560.1 NP_001117620.1
XP_009104561.1 NP_683507.1
XP_009104562.1 NP_001031299.1
XP_009104563.1 NP_565194.1
XP_009104567.1 NP_177992.1
XP_009104569.1 NP_177964.2
XP_009104571.1 NP_176320.1
XP_009104572.1 NP_565178.1
XP_009104573.1 NP_177958.1
XP_009104574.1 NP_177956.1
XP_009104575.1 NP_177955.1
XP_009104576.2 NP_565176.1
XP_009104577.1 NP_001077839.1
XP_009104581.1 NP_565171.4
XP_009104583.2 NP_001154475.1
XP_009104585.1 NP_173645.3
XP_009104587.1 NP_177941.2
XP_009104594.1 NP_565164.1
XP_009104595.1 NP_565163.1
XP_009104599.1 NP_001322496.1
XP_009104601.1 NP_177907.1
XP_009104606.1 NP_177894.1
XP_009104607.1 NP_565160.3
XP_009104610.1 NP_177890.1
XP_009104615.1 NP_001319283.1
XP_009104617.1 NP_565157.1
XP_009104618.1 NP_177882.1
XP_009104620.1 NP_177876.1
XP_009104621.1 NP_177871.1
XP_009104629.1 NP_177849.2
XP_009104633.1 NP_177829.5
XP_009104635.1 NP_001031289.1
XP_009104639.1 NP_177827.1
XP_009104641.2 NP_001154473.1
XP_009104646.1 NP_565144.1
XP_009104648.2 NP_565142.1
XP_009104657.1 NP_177811.2
XP_009104658.1 NP_177812.1
XP_009104661.1 NP_565139.1
XP_009104662.1 NP_177792.1
XP_009104664.2 NP_177787.1
XP_009104673.1 NP_001031287.1
XP_009104675.2 NP_177769.1
XP_009104679.1 NP_177762.3
XP_009104682.1 NP_001322432.1
XP_009104689.3 NP_001319386.1
XP_009104691.1 NP_565123.1
XP_009104693.1 NP_001322478.1
XP_009104697.1 NP_177704.1
XP_009104699.1 NP_001078516.1
XP_009104708.1 NP_177672.2
XP_009104710.1 NP_177670.2
XP_009104711.1 NP_177667.1
XP_009104713.1 NP_565105.1
XP_009104715.1 NP_177657.2
XP_009104717.1 NP_001185280.1
XP_009104718.1 NP_565103.1
XP_009104719.1 NP_564780.1
XP_009104720.1 NP_190394.3
XP_009104722.1 NP_177650.1
XP_009104723.2 NP_176074.2
XP_009104725.1 NP_565099.1
XP_009104732.1 NP_177635.1
XP_009104733.1 NP_001185400.1
XP_009104736.1 NP_565095.1
XP_009104738.1 NP_565094.1
XP_009104743.1 NP_177620.1
XP_009104744.1 NP_177618.2
XP_009104745.1 NP_177616.1
XP_009104746.2 NP_001319382.1
XP_009104747.1 NP_177610.1
XP_009104755.1 NP_177594.1
XP_009104757.1 NP_177590.1
XP_009104758.1 NP_177589.2
XP_009104760.1 NP_177586.1
XP_009104761.1 NP_001077821.1
XP_009104764.1 NP_177580.1
XP_009104765.1 NP_001320576.1
XP_009104768.1 NP_177577.1
XP_009104770.1 NP_172188.1
XP_009104771.2 NP_177566.3
XP_009104786.1 NP_683492.1
XP_009104788.1 NP_177527.3
XP_009104790.1 NP_177525.2
XP_009104792.1 NP_001320369.1
XP_009104793.1 NP_565074.2
XP_009104799.1 NP_177509.1
XP_009104800.1 NP_565070.2
XP_009104801.1 NP_176352.1
XP_009104802.1 NP_565069.4
XP_009104804.2 NP_974139.2
XP_009104806.1 NP_177494.1
XP_009104808.1 NP_177492.1
XP_009104809.1 NP_565066.1
XP_009104810.2 NP_001319375.1
XP_009104813.1 NP_001077818.1
XP_009104822.1 NP_177475.3
XP_009104826.2 NP_177462.1
XP_009104827.1 NP_565058.1
XP_009104828.1 NP_565057.1
XP_009104832.1 NP_177451.1
XP_009104833.2 NP_565053.1
XP_009104834.1 NP_001321343.1
XP_009104835.1 NP_565050.1
XP_009104840.1 NP_564781.1
XP_009104841.1 NP_192680.1
XP_009104842.1 NP_565049.1
XP_009104843.1 NP_177422.1
XP_009104844.2 NP_001321871.1
XP_009104849.1 NP_177406.2
XP_009104850.2 NP_177405.1
XP_009104853.1 NP_177397.1
XP_009104854.1 NP_001322368.1
XP_009104855.1 NP_177391.1
XP_009104857.1 NP_177390.1
XP_009104858.1 NP_565042.1
XP_009104862.1 NP_177379.1
XP_009104868.1 NP_177364.2
XP_009104871.1 NP_177358.2
XP_009104877.1 NP_001117585.1
XP_009104879.1 NP_177348.1
XP_009104884.1 NP_565028.1
XP_009104886.1 NP_177333.1
XP_009104889.1 NP_566092.1
XP_009104890.2 NP_177329.2
XP_009104893.1 NP_176357.2
XP_009104894.1 NP_565024.1
XP_009104895.1 NP_177325.2
XP_009104904.1 NP_195402.3
XP_009104909.1 NP_974125.1
XP_009104915.1 NP_177296.2
XP_009104916.1 NP_199024.1
XP_009104918.1 NP_001318639.1
XP_009104920.1 NP_177287.1
XP_009104921.1 NP_177281.1
XP_009104923.2 NP_001326078.1
XP_009104924.2 NP_177275.1
XP_009104928.1 NP_565012.1
XP_009104931.1 NP_567979.1
XP_009104937.1 NP_565000.1
XP_009104944.2 NP_177228.1
XP_009104946.1 NP_564995.1
XP_009104947.1 NP_173742.1
XP_009104948.1 NP_177218.3
XP_009104949.1 NP_177217.1
XP_009104954.1 NP_177192.2
XP_009104955.1 NP_177185.3
XP_009104957.2 NP_177180.1
XP_009104963.2 NP_191906.1
XP_009104964.1 NP_177177.2
XP_009104965.1 NP_001185360.1
XP_009104966.1 NP_177175.2
XP_009104967.1 NP_177174.1
XP_009104975.1 NP_177151.1
XP_009104977.1 NP_177149.2
XP_009104979.1 NP_564980.1
XP_009104985.1 NP_564878.1
XP_009104987.2 NP_564973.1
XP_009104989.1 NP_174193.2
XP_009104997.1 NP_177116.1
XP_009104998.1 NP_001031256.1
XP_009105000.1 NP_177103.1
XP_009105006.1 NP_564956.1
XP_009105012.1 NP_001322550.1
XP_009105020.1 NP_564944.1
XP_009105021.1 NP_177043.2
XP_009105022.2 NP_001320717.1
XP_009105026.1 NP_564939.1
XP_009105027.1 NP_564937.1
XP_009105028.1 NP_177030.4
XP_009105029.1 NP_564936.1
XP_009105030.1 NP_567978.1
XP_009105032.1 NP_564933.1
XP_009105033.1 NP_564934.1
XP_009105038.1 NP_177022.1
XP_009105040.1 NP_177020.1
XP_009105042.1 NP_564932.1
XP_009105043.1 NP_564931.1
XP_009105048.1 NP_177000.2
XP_009105049.2 NP_001322874.1
XP_009105053.1 NP_001321977.1
XP_009105055.1 NP_001322067.1
XP_009105060.1 NP_564923.1
XP_009105062.1 NP_176980.1
XP_009105063.1 NP_564921.1
XP_009105064.1 NP_176975.2
XP_009105068.1 NP_001322467.1
XP_009105069.1 NP_176968.1
XP_009105080.1 NP_001185348.1
XP_009105082.1 NP_001185347.1
XP_009105085.1 NP_176955.1
XP_009105088.1 NP_001320373.1
XP_009105092.1 NP_564908.1
XP_009105093.1 NP_974101.1
XP_009105097.1 NP_564906.1
XP_009105102.1 NP_176940.1
XP_009105104.1 NP_564902.4
XP_009105109.1 NP_176362.3
XP_009105112.1 NP_176923.1
XP_009105113.1 NP_001319260.1
XP_009105114.1 NP_001320390.1
XP_009105115.1 NP_176916.2
XP_009105117.1 NP_973452.1
XP_009105126.1 NP_001185341.1
XP_009105127.1 NP_176363.1
XP_009105128.1 NP_001185340.1
XP_009105133.1 NP_001322301.1
XP_009105141.1 NP_176680.2
XP_009105144.1 NP_176686.1
XP_009105147.1 NP_176711.1
XP_009105149.2 NP_001077775.1
XP_009105151.1 NP_176725.1
XP_009105153.1 NP_001319327.1
XP_009105154.1 NP_176735.1
XP_009105155.1 NP_176736.2
XP_009105156.1 NP_176737.2
XP_009105157.1 NP_564858.1
XP_009105159.2 NP_001031238.1
XP_009105161.2 NP_176367.1
XP_009105163.1 NP_564863.1
XP_009105164.2 NP_176754.1
XP_009105166.1 NP_176750.1
XP_009105171.1 NP_564864.1
XP_009105172.1 NP_001320413.1
XP_009105174.1 NP_176770.2
XP_009105178.1 NP_568559.2
XP_009105179.1 NP_178476.1
XP_009105180.2 NP_174707.1
XP_009105188.2 NP_176785.1
XP_009105189.1 NP_176787.1
XP_009105191.1 NP_176789.1
XP_009105192.2 NP_564868.2
XP_009105193.1 NP_564869.1
XP_009105194.1 NP_176797.1
XP_009105197.1 NP_564872.1
XP_009105199.1 NP_176370.2
XP_009105200.1 NP_176808.3
XP_009105201.1 NP_564873.1
XP_009105202.1 NP_176813.1
XP_009105203.1 NP_564874.1
XP_009105204.1 NP_176814.1
XP_009105205.1 NP_001321968.1
XP_009105206.1 NP_564875.2
XP_009105208.1 NP_001320885.1
XP_009105209.1 NP_176821.2
XP_009105211.1 NP_176823.1
XP_009105212.1 NP_176825.1
XP_009105213.1 NP_001323254.1
XP_009105216.1 NP_001077779.1
XP_009105217.1 NP_564880.1
XP_009105218.2 NP_176841.1
XP_009105224.1 NP_176845.2
XP_009105226.1 NP_176847.1
XP_009105232.1 NP_001321733.1
XP_009105233.1 NP_564884.1
XP_009105234.1 NP_176855.1
XP_009105235.1 NP_001320449.1
XP_009105239.1 NP_199457.1
XP_009105242.1 NP_564886.1
XP_009105248.1 NP_001321671.1
XP_009105251.1 NP_001319331.1
XP_009105254.1 NP_176885.7
XP_009105256.1 NP_001320766.1
XP_009105257.2 NP_001185338.1
XP_009105258.1 NP_564785.1
XP_009105259.1 NP_176892.1
XP_009105265.1 NP_001077782.1
XP_009105269.1 NP_176896.1
XP_009105270.1 NP_850968.1
XP_009105272.1 NP_001320757.1
XP_009105278.1 NP_564894.1
XP_009105280.1 NP_001077784.2
XP_009105282.1 NP_564896.1
XP_009105283.1 NP_001185342.1
XP_009105284.1 NP_001322691.1
XP_009105286.1 NP_001077785.1
XP_009105290.1 NP_176918.1
XP_009105292.1 NP_001117549.1
XP_009105293.1 NP_176683.1
XP_009105297.1 NP_001117564.1
XP_009105298.1 NP_564899.1
XP_009105299.1 NP_001154456.1
XP_009105302.1 NP_564900.1
XP_009105304.1 NP_564901.1
XP_009105307.1 NP_001117344.1
XP_009105308.1 NP_176936.1
XP_009105312.1 NP_176938.1
XP_009105314.1 NP_568604.1
XP_009105315.1 NP_175512.2
XP_009105316.1 NP_001320793.1
XP_009105317.2 NP_564904.1
XP_009105319.1 NP_680559.2
XP_009105320.1 NP_564905.1
XP_009105328.1 NP_176943.1
XP_009105329.1 NP_001319338.1
XP_009105332.1 NP_195240.2
XP_009105337.1 NP_176949.1
XP_009105339.1 NP_564912.1
XP_009105341.1 NP_176960.1
XP_009105342.1 NP_176963.2
XP_009105344.1 NP_176961.1
XP_009105345.1 NP_849859.1
XP_009105346.1 NP_564915.1
XP_009105347.1 NP_176964.1
XP_009105349.1 NP_564916.2
XP_009105350.1 NP_974104.1
XP_009105354.1 NP_176971.1
XP_009105356.1 NP_176973.1
XP_009105361.1 NP_001185350.1
XP_009105366.1 NP_001319344.1
XP_009105368.1 NP_564925.1
XP_009105373.1 NP_564926.1
XP_009105374.1 NP_564927.1
XP_009105375.1 NP_176996.1
XP_009105383.1 NP_177005.1
XP_009105384.1 NP_177006.1
XP_009105385.1 NP_564929.1
XP_009105388.1 NP_564930.1
XP_009105389.1 NP_177014.1
XP_009105393.1 NP_177015.3
XP_009105395.1 NP_177018.1
XP_009105401.2 NP_177024.1
XP_009105404.1 NP_177025.2
XP_009105411.1 NP_177028.1
XP_009105416.1 NP_177031.1
XP_009105421.1 NP_001319350.1
XP_009105422.1 NP_177040.2
XP_009105423.1 NP_177041.3
