XP_018432515.1 NP_201156.1
XP_018434298.1 NP_179476.2
XP_018434299.1 NP_001324326.1
XP_018434302.1 NP_181528.1
XP_018434305.1 NP_566700.1
XP_018434308.1 NP_178238.1
XP_018434310.1 NP_179839.5
XP_018434312.1 NP_001031474.1
XP_018434320.1 NP_172804.2
XP_018434325.1 NP_201520.1
XP_018434328.1 NP_565511.1
XP_018434330.1 NP_173706.1
XP_018434331.1 NP_199248.1
XP_018434334.1 NP_187252.2
XP_018434335.1 NP_566632.1
XP_018434336.1 NP_186926.1
XP_018434337.1 NP_001325548.1
XP_018434339.1 NP_173720.3
XP_018434340.1 NP_566903.1
XP_018434341.1 NP_001185232.1
XP_018434343.1 NP_849976.1
XP_018434346.1 NP_565476.1
XP_018434349.1 NP_172293.2
XP_018434350.1 NP_176074.2
XP_018434352.1 NP_001324629.1
XP_018434354.1 NP_172840.1
XP_018434357.1 NP_178230.1
XP_018434359.1 NP_001324616.1
XP_018434364.1 NP_199281.1
XP_018434365.1 NP_181569.1
XP_018434368.1 NP_973791.1
XP_018434369.1 NP_201027.1
XP_018434372.1 NP_564043.1
XP_018434373.1 NP_176549.3
XP_018434378.1 NP_180715.1
XP_018434381.1 NP_850245.2
XP_018434385.1 NP_173773.1
XP_018434387.1 NP_199045.1
XP_018434388.1 NP_001030996.1
XP_018434389.1 NP_190779.3
XP_018434391.1 NP_001325852.1
XP_018434392.1 NP_566594.2
XP_018434393.1 NP_001078620.1
XP_018434396.1 NP_001030995.1
XP_018434402.1 NP_199200.1
XP_018434405.1 NP_850037.1
XP_018434410.1 NP_173127.4
XP_018434412.1 NP_198080.1
XP_018434414.1 NP_187019.1
XP_018434415.1 NP_173517.1
XP_018434419.1 NP_001190098.1
XP_018434421.1 NP_569042.2
XP_018434422.1 NP_201495.1
XP_018434425.1 NP_193232.1
XP_018434429.1 NP_001324967.1
XP_018434431.1 NP_001327766.1
XP_018434432.1 NP_564720.1
XP_018434434.1 NP_565778.1
XP_018434436.1 NP_187143.1
XP_018434438.1 NP_190054.2
XP_018434439.1 NP_182198.2
XP_018434440.1 NP_565524.1
XP_018434441.1 NP_182212.1
XP_018434448.1 NP_178398.1
XP_018434450.1 NP_190023.2
XP_018434454.1 NP_564335.3
XP_018434455.1 NP_199440.1
XP_018434458.1 NP_001318754.1
XP_018434463.1 NP_565843.1
XP_018434466.1 NP_001078127.1
XP_018434473.1 NP_180261.1
XP_018434476.1 NP_187929.4
XP_018434477.1 NP_176370.2
XP_018434479.1 NP_565539.1
XP_018434481.1 NP_199772.1
XP_018434483.1 NP_850433.2
XP_018434486.1 NP_179475.3
XP_018434487.1 NP_187725.2
XP_018434490.1 NP_001118713.1
XP_018434491.1 NP_180615.1
XP_018434493.1 NP_849854.1
XP_018434496.1 NP_565513.1
XP_018434499.1 NP_566947.1
XP_018434501.1 NP_568525.1
XP_018434503.1 NP_566121.1
XP_018434504.1 NP_566935.1
XP_018434505.1 NP_181527.1
XP_018434506.1 NP_180587.2
XP_018434508.1 NP_001321670.1
XP_018434514.1 NP_566598.1
XP_018434515.1 NP_566863.2
XP_018434520.1 NP_973863.1
XP_018434522.1 NP_566192.1
XP_018434528.1 NP_186900.3
XP_018434531.1 NP_179407.1
XP_018434532.1 NP_179405.1
XP_018434535.1 NP_565932.1
XP_018434536.1 NP_197928.1
XP_018434537.1 NP_190560.1
XP_018434541.1 NP_564098.2
XP_018434544.1 NP_187563.1
XP_018434546.1 NP_564176.2
XP_018434549.1 NP_001321779.1
XP_018434550.1 NP_182138.1
XP_018434555.1 NP_001030659.1
XP_018434557.1 NP_201248.1
XP_018434558.1 NP_187503.1
XP_018434559.1 NP_001322783.1
XP_018434560.1 NP_173743.1
XP_018434561.1 NP_186949.1
XP_018434563.1 NP_179668.1
XP_018434565.1 NP_566187.1
XP_018434570.1 NP_173755.1
XP_018434571.1 NP_172391.2
XP_018434573.1 NP_001318645.1
XP_018434575.1 NP_849974.1
XP_018434578.1 NP_193505.3
XP_018434579.1 NP_199353.1
XP_018434583.1 NP_027726.1
XP_018434585.1 NP_850244.1
XP_018434588.1 NP_175963.1
XP_018434589.1 NP_001318759.1
XP_018434591.1 NP_563874.1
XP_018434593.1 NP_181760.1
XP_018434595.1 NP_180390.2
XP_018434596.1 NP_187109.2
XP_018434598.1 NP_565802.1
XP_018434599.1 NP_190746.2
XP_018434602.1 NP_181183.1
XP_018434606.1 NP_566538.1
XP_018434607.1 NP_565548.1
XP_018434609.1 NP_850235.1
XP_018434612.1 NP_565804.1
XP_018434615.1 NP_001326090.1
XP_018434619.1 NP_188190.1
XP_018434622.1 NP_199232.1
XP_018434623.1 NP_565438.1
XP_018434627.1 NP_173224.2
XP_018434629.1 NP_187922.1
XP_018434632.1 NP_564162.1
XP_018434633.1 NP_566909.1
XP_018434635.1 NP_001326722.1
XP_018434636.1 NP_566644.1
XP_018434641.1 NP_190333.1
XP_018434642.1 NP_180469.3
XP_018434643.1 NP_001324413.1
XP_018434647.1 NP_172049.2
XP_018434648.1 NP_187080.1
XP_018434651.1 NP_187057.2
XP_018434652.1 NP_564190.1
XP_018434656.1 NP_974063.1
XP_018434658.1 NP_001184914.1
XP_018434661.1 NP_001318651.1
XP_018434667.1 NP_566461.1
XP_018434668.1 NP_568629.1
XP_018434669.1 NP_850268.2
XP_018434672.1 NP_197916.1
XP_018434675.1 NP_180433.1
XP_018434676.1 NP_568618.1
XP_018434677.1 NP_181912.1
XP_018434679.1 NP_182021.1
XP_018434684.1 NP_189966.1
XP_018434690.1 NP_001324289.1
XP_018434695.1 NP_001325413.1
XP_018434698.1 NP_179165.1
XP_018434699.1 NP_190486.2
XP_018434700.1 NP_172052.2
XP_018434702.1 NP_001323665.1
XP_018434704.1 NP_197908.1
XP_018434705.1 NP_001319716.1
XP_018434707.1 NP_566568.1
XP_018434709.1 NP_850267.1
XP_018434710.1 NP_180080.1
XP_018434712.1 NP_850232.1
XP_018434713.1 NP_001324954.1
XP_018434715.1 NP_180103.2
XP_018434717.1 NP_001154307.2
XP_018434719.1 NP_565370.1
XP_018434720.1 NP_187184.2
XP_018434721.1 NP_201026.1
XP_018434722.1 NP_001189645.1
XP_018434723.1 NP_027422.1
XP_018434731.1 NP_850212.1
XP_018434733.1 NP_172491.1
XP_018434735.1 NP_180855.2
XP_018434737.1 NP_188038.2
XP_018434743.1 NP_182296.1
XP_018434746.1 NP_181376.3
XP_018434748.1 NP_179924.1
XP_018434750.1 NP_182148.1
XP_018434753.1 NP_563883.1
XP_018434754.1 NP_188139.1
XP_018434756.1 NP_569015.1
XP_018434758.1 NP_563785.1
XP_018434765.1 NP_001030834.1
XP_018434769.1 NP_001030985.1
XP_018434770.1 NP_566289.1
XP_018434772.1 NP_181045.1
XP_018434774.1 NP_179322.1
XP_018434777.1 NP_176194.1
XP_018434779.1 NP_176193.2
XP_018434781.1 NP_199467.2
XP_018434782.1 NP_190595.1
XP_018434783.1 NP_179432.3
XP_018434787.1 NP_001327125.1
XP_018434789.1 NP_174675.2
XP_018434790.1 NP_188704.1
XP_018434791.1 NP_199474.1
XP_018434793.1 NP_850162.1
XP_018434794.1 NP_189063.2
XP_018434797.1 NP_566599.1
XP_018434800.1 NP_201480.3
XP_018434801.1 NP_188004.1
XP_018434804.1 NP_850376.2
XP_018434811.1 NP_176037.1
XP_018434812.1 NP_001190008.1
XP_018434814.1 NP_849969.2
XP_018434816.1 NP_176652.3
XP_018434819.1 NP_001322788.1
XP_018434820.1 NP_568681.1
XP_018434822.1 NP_190591.1
XP_018434823.1 NP_566341.1
XP_018434825.1 NP_173656.1
XP_018434827.1 NP_182310.1
XP_018434831.1 NP_001184886.1
XP_018434834.1 NP_176261.1
XP_018434838.1 NP_180470.2
XP_018434847.1 NP_172184.1
XP_018434849.1 NP_566818.1
XP_018434850.1 NP_030274.1
XP_018434851.1 NP_179480.2
XP_018434854.1 NP_850562.1
XP_018434855.1 NP_566406.1
XP_018434856.1 NP_180511.1
XP_018434858.1 NP_001322030.1
XP_018434860.1 NP_181009.1
XP_018434863.1 NP_172866.1
XP_018434866.1 NP_001190640.1
XP_018434867.1 NP_201527.1
XP_018434868.1 NP_179617.1
XP_018434870.1 NP_171677.1
XP_018434873.1 NP_001332089.1
XP_018434875.1 NP_187220.1
XP_018434877.1 NP_001326599.1
XP_018434879.1 NP_565720.1
XP_018434880.1 NP_001189738.1
XP_018434882.1 NP_001323932.1
XP_018434885.1 NP_201547.1
XP_018434887.1 NP_191962.2
XP_018434892.1 NP_001332723.1
XP_018434893.1 NP_565923.1
XP_018434895.1 NP_001319497.1
XP_018434898.1 NP_001031031.1
XP_018434899.1 NP_190722.1
XP_018434910.1 NP_201197.1
XP_018434917.1 NP_180251.1
XP_018434918.1 NP_181246.1
XP_018434919.1 NP_178444.1
XP_018434921.1 NP_001323596.1
XP_018434924.1 NP_172961.1
XP_018434927.1 NP_001030832.1
XP_018434928.1 NP_173947.1
XP_018434930.1 NP_201215.1
XP_018434931.1 NP_566797.1
XP_018434932.1 NP_180021.1
XP_018434933.1 NP_565570.1
XP_018434934.1 NP_172956.2
XP_018434937.1 NP_189996.1
XP_018434940.1 NP_187924.2
XP_018434941.1 NP_564699.1
XP_018434942.1 NP_181174.2
XP_018434943.1 NP_176355.1
XP_018434946.1 NP_172708.1
XP_018434950.1 NP_001324867.1
XP_018434962.1 NP_565569.1
XP_018434963.1 NP_850639.2
XP_018434965.1 NP_198128.1
XP_018434966.1 NP_187500.2
XP_018434973.1 NP_189363.1
XP_018434974.1 NP_182188.1
XP_018434976.1 NP_001154591.1
XP_018434979.1 NP_180953.1
XP_018434980.1 NP_190441.1
XP_018434981.1 NP_178391.1
XP_018434982.1 NP_563922.1
XP_018434987.1 NP_199519.1
XP_018434988.1 NP_001190483.1
XP_018434990.1 NP_564250.1
XP_018434992.1 NP_172965.1
XP_018434994.1 NP_181157.1
XP_018434995.1 NP_001318346.1
XP_018434999.1 NP_563645.1
XP_018435001.1 NP_001318632.1
XP_018435002.1 NP_849984.1
XP_018435003.1 NP_683307.2
XP_018435004.1 NP_186922.1
XP_018435005.1 NP_201356.2
XP_018435006.1 NP_563857.1
XP_018435008.1 NP_180997.1
XP_018435013.1 NP_565817.2
XP_018435014.1 NP_171739.1
XP_018435015.1 NP_174491.2
XP_018435017.1 NP_190041.2
XP_018435019.1 NP_179539.2
XP_018435020.1 NP_181292.1
XP_018435021.1 NP_565305.1
XP_018435022.1 NP_188933.1
XP_018435023.1 NP_001325395.1
XP_018435025.1 NP_174492.2
XP_018435026.1 NP_181035.1
XP_018435028.1 NP_565794.1
XP_018435029.1 NP_001078018.1
XP_018435031.1 NP_187758.1
XP_018435032.1 NP_566904.2
XP_018435034.1 NP_181526.1
XP_018435035.1 NP_568610.1
XP_018435037.1 NP_001321100.1
XP_018435041.1 NP_190603.1
XP_018435042.1 NP_188214.1
XP_018435043.1 NP_973667.2
XP_018435044.1 NP_568690.1
XP_018435045.1 NP_565391.1
XP_018435047.1 NP_564260.1
XP_018435048.1 NP_175687.2
XP_018435049.1 NP_199135.1
XP_018435050.1 NP_171666.1
XP_018435057.1 NP_001031067.1
XP_018435059.1 NP_186857.1
XP_018435060.1 NP_182199.1
XP_018435061.1 NP_565727.2
XP_018435062.1 NP_181765.1
XP_018435067.1 NP_568027.1
XP_018435072.1 NP_199472.1
XP_018435076.1 NP_179113.2
XP_018435077.1 NP_179569.1
XP_018435078.1 NP_565415.1
XP_018435080.1 NP_001327402.1
XP_018435081.1 NP_188703.1
XP_018435084.1 NP_182018.1
XP_018435085.1 NP_001189657.1
XP_018435088.1 NP_564065.1
XP_018435090.1 NP_175188.3
XP_018435094.1 NP_001331946.1
XP_018435096.1 NP_188094.2
XP_018435097.1 NP_001031115.1
XP_018435098.1 NP_001321212.1
XP_018435101.1 NP_566208.1
XP_018435102.1 NP_181350.2
XP_018435103.1 NP_181349.1
XP_018435104.1 NP_189248.1
XP_018435105.1 NP_174323.1
XP_018435106.1 NP_180123.1
XP_018435107.1 NP_001325411.1
XP_018435108.1 NP_850002.1
XP_018435109.1 NP_001324661.1
XP_018435110.1 NP_001118352.1
XP_018435112.1 NP_197898.1
XP_018435117.1 NP_190271.1
XP_018435118.1 NP_001323479.1
XP_018435119.1 NP_566698.1
XP_018435120.1 NP_187417.1
XP_018435121.1 NP_190279.1
XP_018435122.1 NP_565481.1
XP_018435124.1 NP_565245.1
XP_018435125.1 NP_200925.1
XP_018435127.1 NP_182234.1
XP_018435128.1 NP_180494.1
XP_018435131.1 NP_001189629.1
XP_018435133.1 NP_190544.1
XP_018435134.1 NP_172606.3
XP_018435140.1 NP_850384.1
XP_018435142.1 NP_565572.1
XP_018435145.1 NP_001319574.1
XP_018435146.1 NP_182268.1
XP_018435147.1 NP_566188.1
XP_018435149.1 NP_201532.2
XP_018435150.1 NP_176109.2
XP_018435151.1 NP_001185259.1
XP_018435154.1 NP_182266.1
XP_018435156.1 NP_173059.1
XP_018435157.1 NP_181607.1
XP_018435158.1 NP_566020.1
XP_018435161.1 NP_001324929.1
XP_018435162.1 NP_563938.5
XP_018435165.1 NP_180535.1
XP_018435167.1 NP_565646.2
XP_018435168.1 NP_001030965.1
XP_018435171.1 NP_198465.3
XP_018435173.1 NP_190800.1
XP_018435174.1 NP_001189887.1
XP_018435175.1 NP_172813.1
XP_018435178.1 NP_179203.2
XP_018435184.1 NP_850389.1
XP_018435186.1 NP_001332197.1
XP_018435187.1 NP_172810.1
XP_018435188.1 NP_566840.1
XP_018435192.1 NP_181812.1
XP_018435193.1 NP_565284.3
XP_018435194.1 NP_565459.1
XP_018435196.1 NP_180580.1
XP_018435198.1 NP_175287.2
XP_018435199.1 NP_001324511.1
XP_018435209.1 NP_850369.1
XP_018435211.1 NP_001185075.1
XP_018435212.1 NP_187698.1
XP_018435213.1 NP_001327236.1
XP_018435215.1 NP_564712.1
XP_018435217.1 NP_001118509.1
XP_018435219.1 NP_850342.2
XP_018435221.1 NP_001324474.1
XP_018435233.1 NP_565410.1
XP_018435239.1 NP_187666.5
XP_018435240.1 NP_187195.1
XP_018435248.1 NP_001190504.1
XP_018435250.1 NP_201513.1
XP_018435255.1 NP_563881.1
XP_018435257.1 NP_186892.1
XP_018435259.1 NP_001327791.1
XP_018435260.1 NP_563990.1
XP_018435261.1 NP_192895.1
XP_018435264.1 NP_186990.1
XP_018435265.1 NP_186991.1
XP_018435271.1 NP_187023.1
XP_018435277.1 NP_187060.1
XP_018435279.1 NP_190406.2
XP_018435298.1 NP_187188.2
XP_018435299.1 NP_172913.1
XP_018435302.1 NP_001030646.1
XP_018435310.1 NP_683536.1
XP_018435312.1 NP_566290.1
XP_018435317.1 NP_187412.1
XP_018435321.1 NP_001319476.1
XP_018435323.1 NP_172738.1
XP_018435327.1 NP_187560.1
XP_018435329.1 NP_563913.1
XP_018435331.1 NP_187582.1
XP_018435335.1 NP_683547.2
XP_018435338.1 NP_564107.1
XP_018435339.1 NP_187683.2
XP_018435340.1 NP_187691.1
XP_018435343.1 NP_564105.1
XP_018435344.1 NP_001319757.1
XP_018435348.1 NP_187749.1
XP_018435350.1 NP_566405.1
XP_018435357.1 NP_187857.1
XP_018435359.1 NP_187888.1
XP_018435364.1 NP_173446.1
XP_018435374.1 NP_187980.1
XP_018435380.1 NP_566468.1
XP_018435395.1 NP_173002.1
XP_018435396.1 NP_189587.1
XP_018435398.1 NP_188100.2
XP_018435402.1 NP_173001.2
XP_018435403.1 NP_001189545.1
XP_018435419.1 NP_188207.1
XP_018435421.1 NP_173800.2
XP_018435424.1 NP_001319564.1
XP_018435432.1 NP_187936.1
XP_018435435.1 NP_973902.1
XP_018435436.1 NP_188322.1
XP_018435440.1 NP_564209.1
XP_018435443.1 NP_680421.1
XP_018435447.1 NP_564338.1
XP_018435451.1 NP_001032016.1
XP_018435459.1 NP_001326884.1
XP_018435460.1 NP_199541.1
XP_018435462.1 NP_200852.1
XP_018435463.1 NP_188604.1
XP_018435465.1 NP_172898.2
XP_018435467.1 NP_683576.2
XP_018435474.1 NP_188707.1
XP_018435477.1 NP_198247.1
XP_018435486.1 NP_001078226.1
XP_018435501.1 NP_188912.1
XP_018435502.1 NP_563833.2
XP_018435506.1 NP_189069.1
XP_018435508.1 NP_189048.1
XP_018435509.1 NP_189046.1
XP_018435510.1 NP_563832.2
XP_018435517.1 NP_171956.2
XP_018435519.1 NP_176308.2
XP_018435520.1 NP_974060.1
XP_018435521.1 NP_001078036.1
XP_018435528.1 NP_001030961.1
XP_018435538.1 NP_176215.2
XP_018435539.1 NP_683274.1
XP_018435550.1 NP_001324708.1
XP_018435557.1 NP_201340.1
XP_018435558.1 NP_201336.1
XP_018435559.1 NP_569002.1
XP_018435577.1 NP_001190596.1
XP_018435584.1 NP_001190590.1
XP_018435598.1 NP_563765.1
XP_018435602.1 NP_173566.1
XP_018435623.1 NP_974841.1
XP_018435630.1 NP_175777.1
XP_018435635.1 NP_199735.1
XP_018435644.1 NP_001319073.1
XP_018435646.1 NP_199621.2
XP_018435647.1 NP_175779.1
XP_018435648.1 NP_192259.1
XP_018435653.1 NP_563840.1
XP_018435654.1 NP_001078220.1
XP_018435658.1 NP_189525.2
XP_018435659.1 NP_001327907.1
XP_018435662.1 NP_001319664.1
XP_018435665.1 NP_172398.1
XP_018435668.1 NP_001319660.1
XP_018435677.1 NP_001327988.1
XP_018435684.1 NP_849825.1
XP_018435692.1 NP_174037.3
XP_018435694.1 NP_178478.1
XP_018435698.1 NP_178429.1
XP_018435703.1 NP_173263.2
XP_018435711.1 NP_973856.1
XP_018435717.1 NP_973536.1
XP_018435718.1 NP_174005.1
XP_018435724.1 NP_001323839.1
XP_018435725.1 NP_001319143.1
XP_018435731.1 NP_180346.1
XP_018435744.1 NP_001184991.1
XP_018435751.1 NP_199282.2
XP_018435752.1 NP_175601.2
XP_018435761.1 NP_199304.1
XP_018435764.1 NP_001322718.1
XP_018435778.1 NP_177247.1
XP_018435780.1 NP_001321077.1
XP_018435784.1 NP_199410.2
XP_018435785.1 NP_172037.1
XP_018435787.1 NP_199432.1
XP_018435788.1 NP_199064.1
XP_018435791.1 NP_973763.1
XP_018435794.1 NP_199114.1
XP_018435796.1 NP_974874.1
XP_018435799.1 NP_172263.4
XP_018435804.1 NP_001318242.1
XP_018435805.1 NP_563798.1
XP_018435813.1 NP_179614.1
XP_018435815.1 NP_173823.1
XP_018435817.1 NP_001184932.1
XP_018435822.1 NP_179557.1
XP_018435823.1 NP_198578.1
XP_018435830.1 NP_174531.1
XP_018435837.1 NP_174530.2
XP_018435839.1 NP_563813.2
XP_018435842.1 NP_179478.4
XP_018435849.1 NP_564051.1
XP_018435854.1 NP_001323986.1
XP_018435855.1 NP_179425.1
XP_018435866.1 NP_173279.2
XP_018435873.1 NP_001322831.1
XP_018435882.1 NP_179379.1
XP_018435890.1 NP_175139.1
XP_018435896.1 NP_563958.1
XP_018435906.1 NP_173131.1
XP_018435911.1 NP_564009.1
XP_018435912.1 NP_001318236.1
XP_018435917.1 NP_564558.1
XP_018435923.1 NP_564559.1
XP_018435932.1 NP_179179.1
XP_018435938.1 NP_001077495.1
XP_018435956.1 NP_001077494.1
XP_018435965.1 NP_172363.1
XP_018435967.1 NP_001077577.1
XP_018435970.1 NP_563717.1
XP_018435972.1 NP_173658.1
XP_018435977.1 NP_174006.2
XP_018435980.1 NP_173701.1
XP_018435982.1 NP_173005.1
XP_018435984.1 NP_173738.2
XP_018435989.1 NP_173004.1
XP_018435998.1 NP_001319094.1
XP_018436004.1 NP_001077478.1
XP_018436012.1 NP_001318946.1
XP_018436036.1 NP_173165.1
XP_018436061.1 NP_563886.1
XP_018436079.1 NP_001319038.1
XP_018436082.1 NP_001326679.1
XP_018436089.1 NP_564275.1
XP_018436093.1 NP_001077602.1
XP_018436100.1 NP_564676.1
XP_018436101.1 NP_190765.1
XP_018436106.1 NP_190671.1
XP_018436110.1 NP_173463.1
XP_018436111.1 NP_190641.1
XP_018436113.1 NP_190633.1
XP_018436115.1 NP_173466.2
XP_018436118.1 NP_176071.1
XP_018436119.1 NP_001190046.1
XP_018436124.1 NP_001319717.1
XP_018436125.1 NP_193001.2
XP_018436129.1 NP_001118480.1
XP_018436133.1 NP_563999.1
XP_018436135.1 NP_190003.1
XP_018436138.1 NP_563629.1
XP_018436140.1 NP_001078240.1
XP_018436141.1 NP_001326149.1
XP_018436144.1 NP_563628.1
XP_018436151.1 NP_172938.2
XP_018436153.1 NP_190299.2
XP_018436154.1 NP_190301.2
XP_018436155.1 NP_190320.1
XP_018436158.1 NP_173499.1
XP_018436159.1 NP_001319703.1
XP_018436162.1 NP_175504.2
XP_018436163.1 NP_188212.1
XP_018436165.1 NP_564571.1
XP_018436169.1 NP_001319428.1
XP_018436174.1 NP_174229.2
XP_018436179.1 NP_180109.2
XP_018436182.1 NP_180127.1
XP_018436188.1 NP_001321129.1
XP_018436197.1 NP_172217.1
XP_018436205.1 NP_179819.1
XP_018436208.1 NP_001077941.1
XP_018436214.1 NP_174994.1
XP_018436215.1 NP_001324138.1
XP_018436218.1 NP_850011.1
XP_018436222.1 NP_175298.2
XP_018436231.1 NP_179511.1
XP_018436232.1 NP_001324660.1
XP_018436240.1 NP_201502.1
XP_018436241.1 NP_201500.1
XP_018436242.1 NP_564682.2
XP_018436254.1 NP_180262.1
XP_018436262.1 NP_180348.2
XP_018436263.1 NP_180525.1
XP_018436269.1 NP_172571.1
XP_018436272.1 NP_001320311.1
XP_018436276.1 NP_565669.1
XP_018436279.1 NP_180416.1
XP_018436287.1 NP_563659.1
XP_018436291.1 NP_175609.1
XP_018436293.1 NP_001077981.1
XP_018436294.1 NP_001318318.1
XP_018436300.1 NP_180651.2
XP_018436306.1 NP_172857.2
XP_018436311.1 NP_181783.1
XP_018436312.1 NP_180727.1
XP_018436318.1 NP_180751.1
XP_018436321.1 NP_180794.2
XP_018436323.1 NP_001184937.1
XP_018436327.1 NP_001325240.1
XP_018436329.1 NP_565753.1
XP_018436342.1 NP_001154550.1
XP_018436344.1 NP_001318348.1
XP_018436346.1 NP_001319989.1
XP_018436348.1 NP_001318351.1
XP_018436352.1 NP_564580.1
XP_018436353.1 NP_181017.1
XP_018436355.1 NP_172297.2
XP_018436364.1 NP_001321445.1
XP_018436375.1 NP_001324906.1
XP_018436379.1 NP_001318372.1
XP_018436382.1 NP_001323535.1
XP_018436384.1 NP_001321953.1
XP_018436394.1 NP_181494.1
XP_018436397.1 NP_173325.2
XP_018436408.1 NP_850416.1
XP_018436412.1 NP_181954.2
XP_018436413.1 NP_001319039.1
XP_018436414.1 NP_001031536.1
XP_018436421.1 NP_001319954.1
XP_018436422.1 NP_174661.1
XP_018436431.1 NP_001323388.1
XP_018436432.1 NP_181856.1
XP_018436437.1 NP_001078216.1
XP_018436443.1 NP_181717.3
XP_018436447.1 NP_564432.3
XP_018436454.1 NP_182065.1
XP_018436456.1 NP_564794.1
XP_018436462.1 NP_182147.1
XP_018436464.1 NP_001324487.1
XP_018436466.1 NP_564088.2
XP_018436468.1 NP_182220.2
XP_018436473.1 NP_564087.2
XP_018436474.1 NP_182265.1
XP_018436478.1 NP_001031018.1
XP_018436479.1 NP_199567.1
XP_018436480.1 NP_199660.1
XP_018436482.1 NP_001319691.1
XP_018436483.1 NP_001327582.1
XP_018436484.1 NP_001326585.1
XP_018436486.1 NP_190127.1
XP_018436489.1 NP_190175.2
XP_018436490.1 NP_190151.1
XP_018436494.1 NP_190161.2
XP_018436495.1 NP_190148.1
XP_018436496.1 NP_190173.2
XP_018436497.1 NP_564396.1
XP_018436498.1 NP_563868.1
XP_018436499.1 NP_190176.2
XP_018436501.1 NP_190160.1
XP_018436502.1 NP_190150.1
XP_018436503.1 NP_001325862.1
XP_018436504.1 NP_190199.2
XP_018436505.1 NP_001078249.1
XP_018436508.1 NP_566882.1
XP_018436510.1 NP_001318947.1
XP_018436512.1 NP_190167.2
XP_018436514.1 NP_201453.1
XP_018436515.1 NP_001190635.1
XP_018436517.1 NP_172462.2
XP_018436519.1 NP_680466.1
XP_018436520.1 NP_181398.1
XP_018436521.1 NP_566650.1
XP_018436523.1 NP_850368.1
XP_018436524.1 NP_172743.1
XP_018436527.1 NP_172461.1
XP_018436531.1 NP_199097.1
XP_018436533.1 NP_001327856.1
XP_018436535.1 NP_565976.1
XP_018436538.1 NP_564657.1
XP_018436539.1 NP_175481.1
XP_018436552.1 NP_565974.1
XP_018436555.1 NP_001189613.1
XP_018436557.1 NP_180334.1
XP_018436558.1 NP_180337.1
XP_018436561.1 NP_173553.1
XP_018436569.1 NP_189187.2
XP_018436570.1 NP_001326087.1
XP_018436571.1 NP_001327589.1
XP_018436577.1 NP_187724.2
XP_018436578.1 NP_566386.1
XP_018436582.1 NP_173559.1
XP_018436586.1 NP_181910.1
XP_018436587.1 NP_173435.1
XP_018436592.1 NP_001319919.1
XP_018436595.1 NP_201190.1
XP_018436598.1 NP_182112.2
XP_018436602.1 NP_182113.2
XP_018436603.1 NP_001077534.1
XP_018436604.1 NP_182110.1
XP_018436607.1 NP_001318431.1
XP_018436608.1 NP_001077456.1
XP_018436612.1 NP_182121.1
XP_018436613.1 NP_182120.1
XP_018436614.1 NP_001078067.1
XP_018436616.1 NP_563949.1
XP_018436617.1 NP_566060.1
XP_018436618.1 NP_566059.1
XP_018436619.1 NP_566061.1
XP_018436622.1 NP_001323795.1
XP_018436623.1 NP_001318293.1
XP_018436625.1 NP_180257.3
XP_018436628.1 NP_001031034.1
XP_018436632.1 NP_181360.1
XP_018436636.1 NP_172896.1
XP_018436638.1 NP_565547.1
XP_018436641.1 NP_179711.2
XP_018436642.1 NP_850448.1
XP_018436644.1 NP_566902.1
XP_018436647.1 NP_181348.1
XP_018436650.1 NP_199675.2
XP_018436653.1 NP_001320731.1
XP_018436656.1 NP_172759.2
XP_018436657.1 NP_190728.1
XP_018436658.1 NP_001189837.1
XP_018436661.1 NP_180381.3
XP_018436663.1 NP_180437.2
XP_018436664.1 NP_001118384.1
XP_018436665.1 NP_201273.1
XP_018436669.1 NP_178263.1
XP_018436672.1 NP_566942.1
XP_018436673.1 NP_001318222.1
XP_018436674.1 NP_180102.3
XP_018436677.1 NP_001326125.1
XP_018436678.1 NP_179702.1
XP_018436680.1 NP_188696.1
XP_018436681.1 NP_001325204.1
XP_018436682.1 NP_189052.2
XP_018436684.1 NP_190109.1
XP_018436688.1 NP_565637.1
XP_018436691.1 NP_001319655.1
XP_018436692.1 NP_179130.2
XP_018436694.1 NP_198126.1
XP_018436696.1 NP_566024.1
XP_018436697.1 NP_190655.2
XP_018436699.1 NP_182192.1
XP_018436700.1 NP_001325183.1
XP_018436701.1 NP_181663.1
XP_018436704.1 NP_001077942.1
XP_018436705.1 NP_190526.1
XP_018436706.1 NP_179479.1
XP_018436708.1 NP_564679.1
XP_018436713.1 NP_187561.1
XP_018436714.1 NP_566214.1
XP_018436715.1 NP_180762.1
XP_018436718.1 NP_198114.2
XP_018436720.1 NP_190024.1
XP_018436721.1 NP_565499.1
XP_018436722.1 NP_683594.1
XP_018436726.1 NP_001030827.1
XP_018436728.1 NP_173802.1
XP_018436730.1 NP_001327095.1
XP_018436731.1 NP_199669.1
XP_018436732.1 NP_001321343.1
XP_018436733.1 NP_199409.1
XP_018436735.1 NP_001324441.1
XP_018436737.1 NP_191670.1
XP_018436738.1 NP_179133.1
XP_018436740.1 NP_001323177.1
XP_018436741.1 NP_566282.1
XP_018436743.1 NP_001078267.1
XP_018436746.1 NP_190631.2
XP_018436752.1 NP_001329614.1
XP_018436753.1 NP_179417.1
XP_018436755.1 NP_179656.4
XP_018436756.1 NP_176211.2
XP_018436758.1 NP_565449.1
XP_018436759.1 NP_188981.1
XP_018436760.1 NP_001323144.1
