XM_009121514.3	gene-LOC103844700
XM_018655608.2	gene-LOC103844015
XM_009120788.3	gene-LOC103844015
XM_009120786.3	gene-LOC103844014
XM_009120785.3	gene-LOC103844013
XM_033282323.1	gene-LOC103844012
XM_009120784.3	gene-LOC103844010
XM_033282656.1	gene-LOC103844010
XM_033282325.1	gene-LOC117129017
XM_033281892.1	gene-LOC103844008
XM_009120782.3	gene-LOC103844007
XM_033281893.1	gene-LOC103844006
XM_009120779.3	gene-LOC103844005
XM_009120778.3	gene-LOC103844004
XM_033282781.1	gene-LOC103844004
XM_009120776.3	gene-LOC103844003
XM_009120774.3	gene-LOC103844001
XM_009120775.3	gene-LOC103844001
XM_009120769.3	gene-LOC103844001
XM_009120773.3	gene-LOC103844001
XM_009120771.3	gene-LOC103844001
XM_033282780.1	gene-LOC103843999
XM_009120763.3	gene-LOC103843999
XM_009120767.3	gene-LOC103843999
XM_009120768.3	gene-LOC103844000
XM_009120761.3	gene-LOC103843998
XM_033282508.1	gene-LOC103843997
XM_009120759.2	gene-LOC103843996
XM_009120758.3	gene-LOC103843994
XM_009120757.3	gene-LOC103843993
XM_009120756.3	gene-LOC103843992
XM_009120755.3	gene-LOC103843991
XM_009120754.3	gene-LOC103843989
XM_009120753.3	gene-LOC103843988
XM_009120751.3	gene-LOC103843987
XM_009121202.2	gene-LOC103844415
XM_009120750.2	gene-LOC103843986
XM_009120749.3	gene-LOC103843985
XM_009121201.1	gene-LOC103844414
XM_009120747.2	gene-LOC103843983
XM_009120746.2	gene-LOC103843983
XM_009120748.2	gene-LOC103843983
XM_033282746.1	gene-LOC103843983
XM_033282327.1	gene-LOC103843982
XM_033282747.1	gene-LOC103843981
XM_009120744.3	gene-LOC103843979
XM_009120743.2	gene-LOC103843978
XM_009121197.3	gene-LOC103844410
XM_033282033.1	gene-LOC103843976
XM_009120740.3	gene-LOC103843975
XM_033282232.1	gene-LOC103844409
XM_033282237.1	gene-LOC103843972
XM_033282236.1	gene-LOC103843972
XM_033282238.1	gene-LOC103843972
XM_009120738.3	gene-LOC103843972
XM_009120737.3	gene-LOC103843972
XM_033282234.1	gene-LOC103843974
XM_033282235.1	gene-LOC117128997
XM_009120736.2	gene-LOC103843971
XM_009120734.3	gene-LOC103843969
XM_009120735.3	gene-LOC103843970
XM_009120732.3	gene-LOC103843967
XM_009120733.3	gene-LOC103843968
XM_009120730.3	gene-LOC103843966
XM_033282767.1	gene-LOC108870160
XM_009120729.3	gene-LOC103843964
XM_009120728.3	gene-LOC103843963
XM_009120727.3	gene-LOC103843961
XM_018655423.2	gene-LOC103843961
XM_009120726.3	gene-LOC103843960
XM_018655422.2	gene-LOC103843958
XM_009120721.3	gene-LOC103843954
XM_009120723.3	gene-LOC103843955
XM_009120724.3	gene-LOC103843956
XM_009120720.3	gene-LOC103843953
XM_033282676.1	gene-LOC103843952
XM_018655420.2	gene-LOC103843952
XM_033282330.1	gene-LOC103844407
XM_009120716.3	gene-LOC103843950
XM_033281781.1	gene-LOC103843950
XM_033282331.1	gene-LOC103843949
XM_009120715.3	gene-LOC103843948
XM_033281780.1	gene-LOC103843948
XM_009120714.3	gene-LOC103843947
XM_009120713.3	gene-LOC103843946
XM_009120712.3	gene-LOC103843945
XM_033281782.1	gene-LOC103843944
XM_009120709.3	gene-LOC103843942
XM_033281783.1	gene-LOC108870158
XM_018655418.2	gene-LOC103844406
XM_033281611.1	gene-LOC103843940
XM_033281609.1	gene-LOC103843940
XM_033281610.1	gene-LOC103843940
XM_009120702.3	gene-LOC103843931
XM_009120700.3	gene-LOC103843927
XM_009120699.3	gene-LOC103843926
XM_018655415.2	gene-LOC103843924
XM_009120697.3	gene-LOC103843923
XM_009120696.3	gene-LOC103843922
XM_009120695.2	gene-LOC103843921
XM_009120694.3	gene-LOC103843920
XM_033281722.1	gene-LOC103843918
XM_009120690.3	gene-LOC103843917
XM_033281720.1	gene-LOC103843916
XM_009120689.2	gene-LOC103843916
XM_009120688.3	gene-LOC103843915
XM_033282333.1	gene-LOC103844402
XM_009120687.3	gene-LOC103843914
XM_009120686.2	gene-LOC103843912
XM_033281647.1	gene-LOC103843910
XM_033281645.1	gene-LOC103843910
XM_033281644.1	gene-LOC103843910
XM_033281640.1	gene-LOC103843910
XM_033281639.1	gene-LOC103843910
XM_033281638.1	gene-LOC103843910
XM_033281642.1	gene-LOC103843910
XM_033281641.1	gene-LOC103843910
XM_033281636.1	gene-LOC103843910
XM_033281635.1	gene-LOC103843910
XM_033281634.1	gene-LOC103843910
XM_033281648.1	gene-LOC103843910
XM_033281643.1	gene-LOC103843910
XM_033281646.1	gene-LOC103843910
XM_033281637.1	gene-LOC103843910
XM_009120683.3	gene-LOC103843909
XM_009120682.3	gene-LOC103843908
XM_033282261.1	gene-LOC103843906
XM_009120680.3	gene-LOC103843906
XM_033282334.1	gene-LOC117129019
XM_033282335.1	gene-LOC103844400
XM_033282336.1	gene-LOC117129020
XM_033282337.1	gene-LOC117129021
XM_033282338.1	gene-LOC117129022
XM_009124913.2	gene-LOC103847882
XM_009124912.3	gene-LOC103847881
XM_009124911.3	gene-LOC103847881
XM_033282036.1	gene-LOC103847881
XM_033281896.1	gene-LOC108870115
XM_033281897.1	gene-LOC103843902
XM_033281898.1	gene-LOC103843902
XM_009120675.3	gene-LOC103843901
XM_009120676.3	gene-LOC103843901
XM_033282339.1	gene-LOC103844399
XM_009120674.3	gene-LOC103843900
XM_009120673.3	gene-LOC103843900
XM_009120672.3	gene-LOC103843899
XM_033282482.1	gene-LOC103848350
XM_033281793.1	gene-LOC103848346
XM_009125264.2	gene-LOC103848346
XM_009125266.3	gene-LOC103848347
XM_009125267.3	gene-LOC103848347
XM_009125202.2	gene-LOC103848253
XM_009125201.3	gene-LOC103848252
XM_009125200.3	gene-LOC103848250
XM_033281758.1	gene-LOC103849412
XM_033282342.1	gene-LOC117129023
XM_033282345.1	gene-LOC103838554
XM_009121550.2	gene-LOC103844741
XM_009121549.3	gene-LOC103844740
XM_033282258.1	gene-LOC103844740
XM_009125275.3	gene-LOC103848360
XM_009125296.1	gene-LOC103848374
XM_009125276.3	gene-LOC103848363
XM_033281833.1	gene-LOC103848365
XM_009125281.2	gene-LOC103848367
XM_009125283.2	gene-LOC103848367
XM_009125282.2	gene-LOC103848367
XM_018655888.2	gene-LOC103848367
XM_009125286.3	gene-LOC103848368
XM_009125287.3	gene-LOC103848369
XM_009125288.3	gene-LOC103848369
XM_009125297.1	gene-LOC103848375
XM_009125291.3	gene-LOC103848372
XM_033282499.1	gene-LOC103848372
XM_033282496.1	gene-LOC103848372
XM_033282495.1	gene-LOC103848372
XM_033282498.1	gene-LOC103848372
XM_033282497.1	gene-LOC103848372
XM_009125294.3	gene-LOC103848373
XM_033282689.1	gene-LOC103848373
XM_009131350.2	gene-LOC103854416
XM_033282847.1	gene-LOC108870803
XM_009131309.2	gene-LOC103854373
XM_033282848.1	gene-LOC117129289
XM_033282849.1	gene-LOC117129290
XM_033282850.1	gene-LOC117129291
XM_009131305.3	gene-LOC103854366
XM_009131306.3	gene-LOC103854367
XM_033282851.1	gene-LOC103854412
XM_009131304.3	gene-LOC103854365
XM_033282043.1	gene-LOC103854410
XM_033282042.1	gene-LOC103854410
XM_033282044.1	gene-LOC103854410
XM_033282041.1	gene-LOC103854410
XM_009131303.3	gene-LOC103854364
XM_009131302.3	gene-LOC103854363
XM_009131301.3	gene-LOC103854362
XM_033281964.1	gene-LOC103849531
XM_009126288.3	gene-LOC103849531
XM_033281963.1	gene-LOC103849529
XM_009126285.3	gene-LOC103849529
XM_009126284.3	gene-LOC103849529
XM_033281962.1	gene-LOC103849529
XM_033281961.1	gene-LOC103849529
XM_033282748.1	gene-LOC117129264
XM_009125255.3	gene-LOC103848336
XM_009125256.1	gene-LOC103848338
XM_009124938.3	gene-LOC103847925
XM_009124940.1	gene-LOC103847927
XM_009126184.3	gene-LOC103849419
XM_033282852.1	gene-LOC117129292
XM_009126191.1	gene-LOC103849427
XM_009126183.3	gene-LOC103849418
XM_009126182.3	gene-LOC103849417
XM_033282577.1	gene-LOC117129172
XM_033282574.1	gene-LOC117129170
XM_033282853.1	gene-LOC103849422
XM_009126181.3	gene-LOC103849416
XM_033282575.1	gene-LOC103849415
XM_033282576.1	gene-LOC103849415
XM_009124819.3	gene-LOC103847733
XM_009124817.3	gene-LOC103847732
XM_033282047.1	gene-LOC103847732
XM_009124816.3	gene-LOC103847732
XM_033282048.1	gene-LOC103847732
XM_018655812.2	gene-LOC103847732
XM_009124814.2	gene-LOC103847731
XM_033282854.1	gene-LOC117129293
XM_033282855.1	gene-LOC117129294
NM_001301931.1	gene-LOC103847728
XM_033282064.1	gene-LOC103847727
XM_009124811.3	gene-LOC103847727
XM_033282856.1	gene-LOC103847747
XM_033282857.1	gene-LOC117129295
XM_033282066.1	gene-LOC103847723
XM_009124831.1	gene-LOC103847745
XM_009124807.3	gene-LOC103847722
XM_033282858.1	gene-LOC117129296
XM_009124806.3	gene-LOC103847721
XM_033282056.1	gene-LOC103847721
XM_009124829.2	gene-LOC103847743
NM_001301924.1	gene-LOC103847720
XM_009124804.3	gene-LOC103847719
XM_033282054.1	gene-LOC103847742
XM_033282859.1	gene-LOC103847718
XM_009124802.3	gene-LOC103847717
XM_033282063.1	gene-LOC103847716
XM_009124800.3	gene-LOC103847715
XM_009124799.3	gene-LOC103847714
XM_033282860.1	gene-LOC103847741
XM_009124798.3	gene-LOC103847713
XM_009124797.3	gene-LOC103847712
XM_009124796.3	gene-LOC103847711
XM_009124793.3	gene-LOC103847710
XM_009124794.3	gene-LOC103847710
XM_009124792.3	gene-LOC103847709
XM_018655810.2	gene-LOC103847707
XM_018655811.2	gene-LOC103847707
XM_018655809.2	gene-LOC103847707
XM_018655808.2	gene-LOC103847707
XM_033282861.1	gene-LOC117129297
XM_033282065.1	gene-LOC117128957
XM_033282067.1	gene-LOC117128958
XM_033282862.1	gene-LOC117129298
XM_033282863.1	gene-LOC117129299
XM_033282055.1	gene-LOC117128955
XM_033282864.1	gene-LOC117129300
XM_033282865.1	gene-LOC117129301
XM_033282052.1	gene-LOC117128954
XM_033282050.1	gene-LOC117128953
XM_033282051.1	gene-LOC117128953
XM_033282068.1	gene-LOC103847706
XM_009124786.3	gene-LOC103847705
XM_009124821.1	gene-LOC103847736
XM_009124785.3	gene-LOC103847704
XM_033282057.1	gene-LOC103847735
XM_033282058.1	gene-LOC103847735
XM_033282059.1	gene-LOC103847735
XM_033282866.1	gene-LOC117129302
XM_009125811.3	gene-LOC103848982
XM_033282867.1	gene-LOC117129303
XM_033282868.1	gene-LOC103848390
XM_009125304.3	gene-LOC103848387
XM_033282053.1	gene-LOC103848388
XM_009125305.2	gene-LOC103848388
XM_009120664.3	gene-LOC103843890
XM_033282062.1	gene-LOC117128956
XM_033282061.1	gene-LOC117128956
XM_033282060.1	gene-LOC117128956
XM_033282869.1	gene-LOC103849630
XM_009120663.3	gene-LOC103843889
XM_009120662.2	gene-LOC103843888
XM_009120659.3	gene-LOC103843885
XM_009120658.3	gene-LOC103843884
XM_009120656.3	gene-LOC103843880
XM_009120654.3	gene-LOC103843878
XM_033282220.1	gene-LOC108870151
XM_033282221.1	gene-LOC108870151
XM_033282222.1	gene-LOC108870151
XM_033282223.1	gene-LOC108870151
XM_009120653.3	gene-LOC103843877
XM_009120652.3	gene-LOC103843876
XM_009120650.3	gene-LOC103843875
XM_009120670.2	gene-LOC103843898
XM_009120649.3	gene-LOC103843873
XM_033282218.1	gene-LOC103843873
XM_009120648.3	gene-LOC103843871
XM_009120647.3	gene-LOC103843870
XM_018655600.2	gene-LOC103843868
XM_018655601.2	gene-LOC103843869
XM_009120644.2	gene-LOC103843866
XM_009120666.1	gene-LOC103843895
XM_033282870.1	gene-LOC103843894
XM_033282871.1	gene-LOC117129304
XM_033282210.1	gene-LOC117128993
XM_009125612.3	gene-LOC103848789
XM_009125613.3	gene-LOC103848789
XM_033282219.1	gene-LOC103848788
XM_009120643.3	gene-LOC103843865
XM_033282217.1	gene-LOC103843862
XM_033282216.1	gene-LOC103843862
XM_033282214.1	gene-LOC103843862
XM_033282215.1	gene-LOC103843862
XM_033282213.1	gene-LOC103843862
XM_009120665.2	gene-LOC103843891
XM_009109189.2	gene-LOC103833091
XM_033282212.1	gene-LOC103833090
XM_033282224.1	gene-LOC103833087
XM_009109356.1	gene-LOC103833264
XM_033282619.1	gene-LOC103849939
XM_009126647.3	gene-LOC103849939
XM_009125517.3	gene-LOC103848657
XM_009125519.1	gene-LOC103848659
XM_009125518.1	gene-LOC103848658
XM_033282180.1	gene-LOC108870454
XM_009142642.3	gene-LOC103864878
XM_009142641.3	gene-LOC103864877
XM_009142640.3	gene-LOC103864874
XM_033282872.1	gene-LOC117129305
XM_009142639.3	gene-LOC103864872
XM_009142636.3	gene-LOC103864868
XM_033281967.1	gene-LOC103864869
XM_018658628.2	gene-LOC103864869
XM_033281968.1	gene-LOC103864869
XM_009142637.3	gene-LOC103864869
XM_033281969.1	gene-LOC103864869
XM_009142634.3	gene-LOC103864866
XM_033281450.1	gene-LOC103864865
XM_009142633.3	gene-LOC103864865
XM_009142632.3	gene-LOC103864864
XM_033282873.1	gene-LOC103864943
XM_009142631.3	gene-LOC103864862
NM_001301909.1	gene-ZCHP2
XM_009142629.3	gene-LOC103864860
XM_009142627.3	gene-LOC103864859
XM_009142628.3	gene-LOC103864859
XM_033282072.1	gene-LOC103864858
XM_009142626.2	gene-LOC103864858
XM_009142625.3	gene-LOC103864857
XM_009142623.3	gene-LOC103864856
XM_009142621.3	gene-LOC103864854
XM_033282874.1	gene-LOC117129306
XM_033282153.1	gene-LOC117128982
XM_033282480.1	gene-LOC108870596
XM_033282579.1	gene-LOC117129178
XM_033282875.1	gene-LOC117129307
XM_033282876.1	gene-LOC117129308
XM_033282597.1	gene-LOC117129194
XM_033282598.1	gene-LOC117129196
XM_018655814.2	gene-LOC108870329
XM_033282507.1	gene-LOC103847776
XM_033282505.1	gene-LOC103847776
XM_033282506.1	gene-LOC103847776
XM_009124843.3	gene-LOC103847766
XM_033282371.1	gene-LOC108870330
XM_033282877.1	gene-LOC117129309
XM_009125331.3	gene-LOC103848426
XM_033282588.1	gene-LOC117129187
XM_009121174.3	gene-LOC103844376
XM_033282269.1	gene-LOC103844377
XM_033282268.1	gene-LOC103844377
XM_033282165.1	gene-LOC103844382
XM_033282164.1	gene-LOC103844380
XM_009121175.3	gene-LOC103844380
XM_033282264.1	gene-LOC103844386
XM_018655480.2	gene-LOC103844386
XM_009121179.3	gene-LOC103844387
XM_033282878.1	gene-LOC103844482
XM_009121271.3	gene-LOC103844484
XM_033282329.1	gene-LOC117129018
XM_033282879.1	gene-LOC117129310
XM_033282013.1	gene-LOC103844389
XM_033282014.1	gene-LOC103844389
XM_033282012.1	gene-LOC103844389
XM_009121182.2	gene-LOC103844390
XM_009121183.3	gene-LOC103844391
XM_009121184.3	gene-LOC103844392
XM_009121186.3	gene-LOC103844393
XM_009121187.3	gene-LOC103844396
XM_033282880.1	gene-LOC117129311
XM_033282600.1	gene-LOC117129202
XM_033281441.1	gene-LOC117128869
XM_009109203.3	gene-LOC103833108
XM_009109192.3	gene-LOC103833095
XM_033281436.1	gene-LOC103833085
XM_033281440.1	gene-LOC103833085
XM_033281438.1	gene-LOC103833085
XM_033281439.1	gene-LOC103833085
XM_033281437.1	gene-LOC103833085
XM_018659139.2	gene-LOC103833068
XM_009109160.2	gene-LOC103833059
XM_009109137.2	gene-LOC103833033
XM_033282881.1	gene-LOC103833535
XM_033281435.1	gene-LOC117128868
XM_033282789.1	gene-LOC103833026
XM_033282790.1	gene-LOC103832997
XM_009109104.3	gene-LOC103832997
XM_009109095.3	gene-LOC103832985
XM_009109085.3	gene-LOC103832973
XM_033282788.1	gene-LOC103832963
XM_009109075.3	gene-LOC103832963
XM_009109065.3	gene-LOC103832952
XM_033282786.1	gene-LOC103832952
XM_033282785.1	gene-LOC103832952
XM_033282787.1	gene-LOC103833524
XM_009109039.3	gene-LOC103832925
XM_009109045.3	gene-LOC103832925
XM_033282144.1	gene-LOC103832913
XM_033282145.1	gene-LOC103832913
XM_009109030.3	gene-LOC103832913
XM_033282147.1	gene-LOC103832900
XM_009109007.3	gene-LOC103832900
XM_033282146.1	gene-LOC103832900
XM_009108999.3	gene-LOC103832900
XM_033282143.1	gene-LOC117128978
XM_009108990.3	gene-LOC103832889
XM_009108969.3	gene-LOC103832871
XM_009108980.2	gene-LOC103832882
XM_033282385.1	gene-LOC103832862
XM_009108937.3	gene-LOC103832843
XM_009108947.3	gene-LOC103832843
XM_033282384.1	gene-LOC103832843
XM_018656512.2	gene-LOC103832843
XM_033282259.1	gene-LOC103832832
XM_009108902.3	gene-LOC103832808
XM_033282079.1	gene-LOC103832797
XM_009108891.3	gene-LOC103832797
XM_009108881.3	gene-LOC103832788
XM_009108864.3	gene-LOC103832778
XM_009108836.2	gene-LOC103832740
XM_009108828.2	gene-LOC103832740
XM_009108811.2	gene-LOC103832740
XM_009108790.2	gene-LOC103832718
XM_009108785.2	gene-LOC103832718
XM_009108797.3	gene-LOC103832718
XM_009108792.3	gene-LOC103832718
XM_009108802.2	gene-LOC103832718
XM_009108768.3	gene-LOC103832702
XM_009108756.3	gene-LOC103832692
XM_033282377.1	gene-LOC103832682
XM_009108746.3	gene-LOC103832682
XM_009108734.2	gene-LOC103832672
XM_018654238.2	gene-LOC103832672
XM_009108722.2	gene-LOC103832662
XM_033281786.1	gene-LOC103833487
XM_033281785.1	gene-LOC103832651
XM_009108703.3	gene-LOC103832641
XM_033282882.1	gene-LOC117129312
XM_009108692.2	gene-LOC103832628
XM_033282578.1	gene-LOC103832628
XM_009108683.2	gene-LOC103832628
XM_033282531.1	gene-LOC103832622
XM_033282074.1	gene-LOC103832602
XM_009108649.3	gene-LOC103832602
XM_009108660.3	gene-LOC103832612
XM_033282076.1	gene-LOC103833478
XM_033282075.1	gene-LOC103833478
XM_009109563.3	gene-LOC103833478
XM_009108616.3	gene-LOC103832575
XM_009108625.3	gene-LOC103832575
XM_009108590.3	gene-LOC103832562
XM_009108604.3	gene-LOC103832570
XM_018654430.2	gene-LOC103832554
XM_009108567.2	gene-LOC103832543
XM_033281558.1	gene-LOC103832535
XM_009108545.3	gene-LOC103832526
XM_009108523.3	gene-LOC103832496
XM_009108516.3	gene-LOC103832496
XM_009108533.3	gene-LOC103832511
XM_009108539.3	gene-LOC103832511
XM_033282113.1	gene-LOC103833456
XM_033282112.1	gene-LOC103833456
XM_009109543.3	gene-LOC103833456
XM_009108505.3	gene-LOC103832488
XM_009108493.3	gene-LOC103832477
XM_018655696.2	gene-LOC103832466
XM_033282883.1	gene-LOC103832457
XM_009108456.3	gene-LOC103832441
XM_033282192.1	gene-LOC103833426
XM_033282193.1	gene-LOC103833426
XM_033282884.1	gene-LOC103833408
XM_033282502.1	gene-LOC103833394
XM_033282885.1	gene-LOC117129313
XM_033282886.1	gene-LOC103833368
XM_009121553.3	gene-LOC103844744
XM_033281977.1	gene-LOC117128945
XM_033281978.1	gene-LOC117128946
XM_009121555.3	gene-LOC103844746
XM_009121556.2	gene-LOC103844748
XM_009121557.3	gene-LOC103844749
XM_033282151.1	gene-LOC103844750
XM_009121558.3	gene-LOC103844750
XM_009121561.3	gene-LOC103844751
XM_009121560.3	gene-LOC103844751
XM_033282291.1	gene-LOC117129011
XM_018655357.1	gene-LOC103846078
XM_009121562.3	gene-LOC103844752
XM_009121563.3	gene-LOC103844752
XM_033281906.1	gene-LOC103844753
XM_033281907.1	gene-LOC117125773
XM_033282887.1	gene-LOC117129314
XM_009122999.2	gene-LOC103846079
XM_033282888.1	gene-LOC103846081
XM_009123001.2	gene-LOC103846082
XM_009121565.3	gene-LOC103844754
XM_009123002.1	gene-LOC103846083
XM_033282889.1	gene-LOC103846084
XM_009121567.3	gene-LOC103844758
XM_009121569.3	gene-LOC103844760
XM_009121568.3	gene-LOC103844759
XM_009121570.3	gene-LOC103844762
XM_009121571.3	gene-LOC103844763
XM_018655358.2	gene-LOC108870124
XM_018655452.2	gene-LOC103844767
XM_009121575.3	gene-LOC103844768
XM_009121574.3	gene-LOC103844768
XM_009121573.3	gene-LOC103844768
XM_009121576.3	gene-LOC103844768
XM_018655454.2	gene-LOC103844770
XM_018655453.2	gene-LOC103844770
XM_009121581.3	gene-LOC103844770
XM_033281979.1	gene-LOC103844770
XM_009121579.3	gene-LOC103844770
XM_033281984.1	gene-LOC103844771
XM_033281983.1	gene-LOC103844771
XM_033281982.1	gene-LOC103844771
XM_033281981.1	gene-LOC103844771
XM_009121583.3	gene-LOC103844771
XM_033281980.1	gene-LOC103844771
XM_018655359.2	gene-LOC103846086
XM_033282690.1	gene-LOC103844773
XM_009121585.3	gene-LOC103844773
XM_033282891.1	gene-LOC103846087
XM_009121586.3	gene-LOC103844776
XM_009121587.3	gene-LOC103844777
XM_009121588.3	gene-LOC103844778
XM_009121590.3	gene-LOC103844779
XM_033282691.1	gene-LOC103844780
XM_009121592.3	gene-LOC103844780
XM_033282692.1	gene-LOC108870165
XM_009121593.3	gene-LOC103844781
XM_009121594.2	gene-LOC103844783
XM_009121595.3	gene-LOC103844784
XM_033281430.1	gene-LOC103844785
XM_018655450.2	gene-LOC103844788
XM_009121600.3	gene-LOC103844789
XM_033282892.1	gene-LOC117129315
XM_009121601.2	gene-LOC103844790
XM_033281434.1	gene-LOC103844792
XM_009121604.3	gene-LOC103844792
XM_033281432.1	gene-LOC103844792
XM_033281433.1	gene-LOC103844792
XM_018655442.2	gene-LOC103844791
XM_018655443.2	gene-LOC103844791
XM_009121603.3	gene-LOC103844791
XM_018655444.2	gene-LOC103844791
XM_009121602.3	gene-LOC103844791
XM_033281425.1	gene-LOC103844791
XM_033281429.1	gene-LOC103844791
XM_033281427.1	gene-LOC103844791
XM_033281426.1	gene-LOC103844791
XM_009121606.3	gene-LOC103844793
XM_009121607.3	gene-LOC103844793
XM_018655449.2	gene-LOC103844793
XM_009121609.3	gene-LOC103844797
XM_033282028.1	gene-LOC103844798
XM_009121610.3	gene-LOC103844798
XM_033282030.1	gene-LOC103846092
XM_033282029.1	gene-LOC103846092
XM_009121612.3	gene-LOC103844799
XM_009121614.3	gene-LOC103844799
XM_033282031.1	gene-LOC103844799
XM_033282032.1	gene-LOC103844799
XM_009121615.3	gene-LOC103844800
XM_009121616.3	gene-LOC103844802
XM_033282488.1	gene-LOC103844803
XM_033282484.1	gene-LOC103844803
XM_033282485.1	gene-LOC103844803
XM_033282486.1	gene-LOC103844803
XM_033282487.1	gene-LOC103844803
XM_033282483.1	gene-LOC103844804
XM_009121622.3	gene-LOC103844805
XM_033282070.1	gene-LOC103844806
XM_009121624.3	gene-LOC103844806
XM_033282069.1	gene-LOC103844807
XM_009121626.3	gene-LOC103844808
XM_009121628.3	gene-LOC103844809
XM_009121630.3	gene-LOC103844810
XM_033282003.1	gene-LOC103844810
XM_009121629.3	gene-LOC103844810
XM_009123012.1	gene-LOC103846093
XM_033282893.1	gene-LOC103846095
XM_009121631.3	gene-LOC103844812
XM_009121632.3	gene-LOC103844813
XM_009121635.3	gene-LOC103844815
XM_009121636.2	gene-LOC103844816
XM_009123015.3	gene-LOC103846096
XM_033281904.1	gene-LOC103846096
XM_009121637.3	gene-LOC103844818
XM_009121639.3	gene-LOC103844818
XM_009121638.3	gene-LOC103844818
XM_009121641.3	gene-LOC103844819
XM_009121640.3	gene-LOC103844819
XM_009121642.3	gene-LOC103844821
XM_009121643.3	gene-LOC103844822
XM_009121645.3	gene-LOC103844823
XM_009121646.3	gene-LOC103844823
XM_009121647.3	gene-LOC103844823
XM_009121649.3	gene-LOC103844824
XM_009121648.3	gene-LOC103844824
