XM_018625787.1	gene-LOC108852278
XM_018616099.1	gene-LOC108843021
XM_018613074.1	gene-LOC108840229
XM_018613066.1	gene-LOC108840229
XR_001948228.1	gene-LOC108842119
XM_018614657.1	gene-LOC108841874
XM_018586197.1	gene-LOC108813596
XM_018602277.1	gene-LOC108828517
XM_018602353.1	gene-LOC108828517
XM_018602500.1	gene-LOC108828517
XM_018602420.1	gene-LOC108828517
XM_018586585.1	gene-LOC108814048
XM_018633860.1	gene-LOC108859956
XM_018633914.1	gene-LOC108860000
XM_018616113.1	gene-LOC108843028
XM_018626801.1	gene-LOC108853381
TRNAH-GUG-2	gene-TRNAH-GUG
XM_018586996.1	gene-LOC108814423
Parent=gene-LOC108843037	gene-LOC108843037
XM_018631611.1	gene-LOC108857605
XM_018616135.1	gene-LOC108843045
XM_018580526.1	gene-LOC108808365
XM_018580515.1	gene-LOC108808345
XM_018580520.1	gene-LOC108808345
XM_018580510.1	gene-LOC108808345
XM_018580502.1	gene-LOC108808337
XM_018616146.1	gene-LOC108843055
XM_018631212.1	gene-LOC108857247
XM_018634449.1	gene-LOC108860584
XM_018634459.1	gene-LOC108860584
XM_018582847.1	gene-LOC108810754
XM_018610500.1	gene-LOC108837426
XM_018610355.1	gene-LOC108837266
XM_018610415.1	gene-LOC108837266
XM_018580303.1	gene-LOC108808105
XM_018580297.1	gene-LOC108808097
XM_018616157.1	gene-LOC108843066
XR_001942741.1	gene-LOC108808128
XM_018580315.1	gene-LOC108808115
XM_018580310.1	gene-LOC108808115
XM_018587414.1	gene-LOC108814785
XM_018625377.1	gene-LOC108851899
XR_001949725.1	gene-LOC108853422
XM_018626769.1	gene-LOC108853240
XM_018626708.1	gene-LOC108853240
XM_018587388.1	gene-LOC108814761
Parent=gene-LOC108808731	gene-LOC108808731
XM_018580845.1	gene-LOC108808737
XM_018580828.1	gene-LOC108808716
XM_018580835.1	gene-LOC108808716
XM_018636023.1	gene-LOC108862015
XM_018636066.1	gene-LOC108862035
XM_018636058.1	gene-LOC108862035
XM_018636048.1	gene-LOC108862029
XM_018636035.1	gene-LOC108862023
XM_018624538.1	gene-LOC108851116
XM_018636255.1	gene-LOC108862196
XM_018636205.1	gene-LOC108862158
XM_018636243.1	gene-LOC108862186
XM_018636225.1	gene-LOC108862166
XM_018636217.1	gene-LOC108862166
XM_018636233.1	gene-LOC108862166
XM_018636267.1	gene-LOC108862205
XM_018616170.1	gene-LOC108843075
XM_018636140.1	gene-LOC108862103
XM_018636148.1	gene-LOC108862103
XM_018616178.1	gene-LOC108843085
XM_018616191.1	gene-LOC108843095
XM_018636171.1	gene-LOC108862127
XM_018636160.1	gene-LOC108862119
XM_018636129.1	gene-LOC108862087
XM_018636121.1	gene-LOC108862087
XM_018636183.1	gene-LOC108862138
XM_018636195.1	gene-LOC108862147
XM_018631200.1	gene-LOC108857237
XM_018626841.1	gene-LOC108853427
XR_001950386.1	gene-LOC108857800
XR_001950385.1	gene-LOC108857800
XM_018591466.1	gene-LOC108818453
XM_018613522.1	gene-LOC108840690
XM_018626685.1	gene-LOC108853244
XM_018578894.1	gene-LOC108806705
XM_018578902.1	gene-LOC108806705
XM_018578886.1	gene-LOC108806705
XM_018578866.1	gene-LOC108806685
XM_018578858.1	gene-LOC108806685
XM_018578874.1	gene-LOC108806685
XM_018578847.1	gene-LOC108806676
XM_018616204.1	gene-LOC108843104
XM_018616215.1	gene-LOC108843112
XM_018616227.1	gene-LOC108843121
XM_018616238.1	gene-LOC108843131
XR_001950399.1	gene-LOC108858036
Parent=gene-LOC108854027	gene-LOC108854027
XM_018629026.1	gene-LOC108855254
XM_018614869.1	gene-LOC108842060
XM_018580853.1	gene-LOC108808747
XM_018630671.1	gene-LOC108856488
XM_018628466.1	gene-LOC108854798
XM_018636987.1	gene-LOC108862749
XM_018636995.1	gene-LOC108862760
XM_018582728.1	gene-LOC108810620
XM_018582737.1	gene-LOC108810633
XM_018605008.1	gene-LOC108831431
XM_018612408.1	gene-LOC108839655
XM_018612416.1	gene-LOC108839655
XM_018612402.1	gene-LOC108839644
XM_018630891.1	gene-LOC108856973
XM_018626236.1	gene-LOC108852714
XM_018626080.1	gene-LOC108852544
XM_018626142.1	gene-LOC108852544
XM_018580337.1	gene-LOC108808122
XM_018587523.1	gene-LOC108814880
XM_018583383.1	gene-LOC108811336
XM_018583376.1	gene-LOC108811327
XR_001943283.1	gene-LOC108811346
XR_001950408.1	gene-LOC108858353
XM_018629406.1	gene-LOC108855555
XM_018626525.1	gene-LOC108853058
XM_018626530.1	gene-LOC108853058
XM_018635127.1	gene-LOC108861286
XM_018635138.1	gene-LOC108861296
XM_018635118.1	gene-LOC108861277
XM_018635156.1	gene-LOC108861314
XM_018635144.1	gene-LOC108861306
XM_018625024.1	gene-LOC108851569
XM_018586217.1	gene-LOC108813606
XM_018586208.1	gene-LOC108813606
XM_018616251.1	gene-LOC108843141
XM_018636297.1	gene-LOC108862231
XM_018625912.1	gene-LOC108852407
XM_018625926.1	gene-LOC108852407
XM_018625919.1	gene-LOC108852407
XM_018580821.1	gene-LOC108808708
XM_018577845.1	gene-LOC108805862
XM_018577837.1	gene-LOC108805862
XM_018577875.1	gene-LOC108805874
XM_018577858.1	gene-LOC108805874
XM_018577882.1	gene-LOC108805874
XM_018577890.1	gene-LOC108805874
XM_018577867.1	gene-LOC108805874
XM_018577908.1	gene-LOC108805908
XM_018577899.1	gene-LOC108805908
XM_018585291.1	gene-LOC108812872
XM_018586277.1	gene-LOC108813653
XM_018636919.1	gene-LOC108862698
XM_018636944.1	gene-LOC108862698
XM_018636936.1	gene-LOC108862698
XM_018636928.1	gene-LOC108862698
XM_018636907.1	gene-LOC108862689
XM_018636953.1	gene-LOC108862724
XM_018636963.1	gene-LOC108862724
XM_018636882.1	gene-LOC108862671
XM_018636975.1	gene-LOC108862739
XM_018636895.1	gene-LOC108862680
XM_018585135.1	gene-LOC108812780
XM_018585161.1	gene-LOC108812780
XM_018585152.1	gene-LOC108812780
XM_018585142.1	gene-LOC108812780
XM_018585123.1	gene-LOC108812772
XM_018624456.1	gene-LOC108851019
XM_018624464.1	gene-LOC108851019
XM_018609902.1	gene-LOC108836764
XM_018630258.1	gene-LOC108856427
XM_018630333.1	gene-LOC108856427
XM_018578110.1	gene-LOC108806081
XM_018578121.1	gene-LOC108806090
XM_018578144.1	gene-LOC108806090
XM_018578137.1	gene-LOC108806090
XM_018578129.1	gene-LOC108806090
XM_018578164.1	gene-LOC108806129
XM_018578155.1	gene-LOC108806120
XM_018616262.1	gene-LOC108843150
XM_018586092.1	gene-LOC108813511
XR_001950087.1	gene-LOC108855548
XM_018580454.1	gene-LOC108808280
XM_018580447.1	gene-LOC108808267
XM_018580442.1	gene-LOC108808267
TRNAA-UGC	gene-TRNAA-UGC
XM_018580463.1	gene-LOC108808288
XR_001942742.1	gene-LOC108808260
XM_018580436.1	gene-LOC108808260
XM_018616275.1	gene-LOC108843157
XM_018616287.1	gene-LOC108843166
XM_018606061.1	gene-LOC108832558
XM_018626398.1	gene-LOC108852922
XR_001946701.1	gene-LOC108833466
XM_018606834.1	gene-LOC108833384
TRNAP-AGG	gene-TRNAP-AGG
XM_018636958.1	gene-LOC108862702
XM_018580008.1	gene-LOC108807758
XM_018580000.1	gene-LOC108807750
XM_018637935.1	gene-LOC108863485
XM_018637942.1	gene-LOC108863485
XM_018637927.1	gene-LOC108863485
XM_018637955.1	gene-LOC108863505
XR_001951115.1	gene-LOC108863513
XR_001951116.1	gene-LOC108863513
XR_001951118.1	gene-LOC108863513
XM_018637982.1	gene-LOC108863524
XM_018637993.1	gene-LOC108863534
XM_018638027.1	gene-LOC108863543
XM_018638034.1	gene-LOC108863543
XM_018638004.1	gene-LOC108863543
XM_018638042.1	gene-LOC108863543
XM_018638013.1	gene-LOC108863543
XM_018638020.1	gene-LOC108863543
Parent=gene-LOC108843177	gene-LOC108843177
XM_018627198.1	gene-LOC108853759
TRNAE-UUC	gene-TRNAE-UUC
XM_018625129.1	gene-LOC108851665
XM_018612566.1	gene-LOC108839790
XM_018612573.1	gene-LOC108839790
XM_018616310.1	gene-LOC108843182
XM_018579080.1	gene-LOC108806870
XM_018579069.1	gene-LOC108806861
XM_018579092.1	gene-LOC108806881
XM_018579103.1	gene-LOC108806891
XM_018624823.1	gene-LOC108851386
XM_018624811.1	gene-LOC108851386
XM_018624815.1	gene-LOC108851386
XM_018618647.1	gene-LOC108845407
XM_018618714.1	gene-LOC108845489
XM_018616321.1	gene-LOC108843191
XM_018580163.1	gene-LOC108807939
XM_018580154.1	gene-LOC108807927
XM_018580151.1	gene-LOC108807927
XM_018633612.1	gene-LOC108859668
XM_018633512.1	gene-LOC108859566
XM_018613509.1	gene-LOC108840681
XM_018582449.1	gene-LOC108810295
XM_018631599.1	gene-LOC108857596
XM_018616331.1	gene-LOC108843201
XM_018612819.1	gene-LOC108840005
XM_018581622.1	gene-LOC108809449
XM_018581523.1	gene-LOC108809341
XM_018631270.1	gene-LOC108857297
XM_018631264.1	gene-LOC108857297
XM_018585999.1	gene-LOC108813439
XM_018586007.1	gene-LOC108813439
XM_018585987.1	gene-LOC108813430
XM_018586018.1	gene-LOC108813456
XM_018587942.1	gene-LOC108815296
XM_018587947.1	gene-LOC108815296
XR_001950435.1	gene-LOC108859052
XM_018625902.1	gene-LOC108852399
XM_018616343.1	gene-LOC108843210
XM_018613002.1	gene-LOC108840173
XM_018630100.1	gene-LOC108856323
XM_018605216.1	gene-LOC108831664
XM_018627715.1	gene-LOC108854204
XM_018627723.1	gene-LOC108854204
XM_018627737.1	gene-LOC108854217
XM_018627705.1	gene-LOC108854193
XM_018627753.1	gene-LOC108854227
XM_018627745.1	gene-LOC108854227
XM_018627765.1	gene-LOC108854240
XM_018627778.1	gene-LOC108854248
XM_018627788.1	gene-LOC108854257
XM_018616354.1	gene-LOC108843220
XM_018613466.1	gene-LOC108840634
XM_018613454.1	gene-LOC108840616
XM_018613461.1	gene-LOC108840616
XM_018636812.1	gene-LOC108862619
XM_018636823.1	gene-LOC108862630
XM_018636834.1	gene-LOC108862637
XM_018616376.1	gene-LOC108843236
XM_018636848.1	gene-LOC108862646
XM_018620069.1	gene-LOC108846848
XM_018620220.1	gene-LOC108846954
XM_018620160.1	gene-LOC108846954
XM_018620320.1	gene-LOC108847103
XM_018578911.1	gene-LOC108806724
XM_018628304.1	gene-LOC108854683
XM_018616391.1	gene-LOC108843243
XM_018588234.1	gene-LOC108815648
XM_018588203.1	gene-LOC108815648
XM_018588291.1	gene-LOC108815771
XM_018579115.1	gene-LOC108806902
XM_018582271.1	gene-LOC108810138
XM_018582291.1	gene-LOC108810157
XM_018582263.1	gene-LOC108810127
XM_018582282.1	gene-LOC108810147
XM_018616401.1	gene-LOC108843251
XM_018605082.1	gene-LOC108831525
XM_018605125.1	gene-LOC108831525
XM_018616412.1	gene-LOC108843260
XM_018582809.1	gene-LOC108810715
XM_018582818.1	gene-LOC108810727
XM_018582800.1	gene-LOC108810705
XM_018632944.1	gene-LOC108859095
XM_018633036.1	gene-LOC108859172
XM_018633043.1	gene-LOC108859172
XM_018616425.1	gene-LOC108843270
XM_018633015.1	gene-LOC108859153
XM_018633068.1	gene-LOC108859195
XR_001950448.1	gene-LOC108859135
XM_018633000.1	gene-LOC108859135
XM_018632992.1	gene-LOC108859135
XM_018633024.1	gene-LOC108859162
XM_018633055.1	gene-LOC108859187
XM_018632977.1	gene-LOC108859120
XM_018632983.1	gene-LOC108859120
XM_018632965.1	gene-LOC108859106
XM_018632956.1	gene-LOC108859106
XM_018614755.1	gene-LOC108841963
XM_018581025.1	gene-LOC108808918
XM_018581007.1	gene-LOC108808901
XM_018581015.1	gene-LOC108808901
XR_001949764.1	gene-LOC108853753
XM_018616438.1	gene-LOC108843276
XM_018581773.1	gene-LOC108809611
XM_018581765.1	gene-LOC108809611
XM_018581757.1	gene-LOC108809611
XM_018581781.1	gene-LOC108809611
XM_018581747.1	gene-LOC108809600
XM_018581791.1	gene-LOC108809639
XM_018633691.1	gene-LOC108859780
XM_018625011.1	gene-LOC108851560
XM_018613924.1	gene-LOC108841128
XM_018613917.1	gene-LOC108841128
XM_018583575.1	gene-LOC108811508
XM_018583568.1	gene-LOC108811508
XM_018634737.1	gene-LOC108860884
XM_018630778.1	gene-LOC108856876
XM_018606507.1	gene-LOC108833028
XM_018606581.1	gene-LOC108833118
XM_018606307.1	gene-LOC108832830
XM_018606422.1	gene-LOC108832830
XM_018606363.1	gene-LOC108832830
TRNAS-AGA	gene-TRNAS-AGA
XM_018616450.1	gene-LOC108843285
XM_018628201.1	gene-LOC108854595
XR_001949698.1	gene-LOC108853213
XM_018626558.1	gene-LOC108853095
XM_018626570.1	gene-LOC108853095
XM_018626564.1	gene-LOC108853095
TRNAS-AGA-2	gene-TRNAS-AGA
XM_018585554.1	gene-LOC108813098
XM_018585545.1	gene-LOC108813098
XM_018585566.1	gene-LOC108813111
XM_018585576.1	gene-LOC108813111
XM_018584501.1	gene-LOC108812273
XM_018584493.1	gene-LOC108812273
XM_018604225.1	gene-LOC108830600
XM_018583610.1	gene-LOC108811522
XM_018583719.1	gene-LOC108811614
XM_018579788.1	gene-LOC108807492
XM_018579781.1	gene-LOC108807492
XR_001950437.1	gene-LOC108859059
XM_018616461.1	gene-LOC108843293
XM_018616473.1	gene-LOC108843303
XM_018595958.1	gene-LOC108822767
XM_018578597.1	gene-LOC108806449
XM_018578574.1	gene-LOC108806449
XM_018578588.1	gene-LOC108806449
XM_018578581.1	gene-LOC108806449
TRNAS-AGA-3	gene-TRNAS-AGA
XM_018579231.1	gene-LOC108806972
XM_018616486.1	gene-LOC108843311
XM_018631229.1	gene-LOC108857267
XM_018578281.1	gene-LOC108806227
XM_018578270.1	gene-LOC108806216
XM_018583508.1	gene-LOC108811458
XM_018583519.1	gene-LOC108811468
XM_018580794.1	gene-LOC108808679
XM_018632184.1	gene-LOC108858228
XM_018613612.1	gene-LOC108840790
XM_018613785.1	gene-LOC108840989
XM_018601270.1	gene-LOC108827756
XM_018616498.1	gene-LOC108843319
Parent=gene-LOC108843329	gene-LOC108843329
XR_001950411.1	gene-LOC108858451
XM_018634392.1	gene-LOC108860523
XM_018580986.1	gene-LOC108808888
XM_018580996.1	gene-LOC108808888
XM_018580976.1	gene-LOC108808880
XM_018634616.1	gene-LOC108860659
XM_018634551.1	gene-LOC108860659
XM_018632270.1	gene-LOC108858318
XM_018632274.1	gene-LOC108858318
XR_001950511.1	gene-LOC108859701
XM_018614162.1	gene-LOC108841402
XM_018583507.1	gene-LOC108811426
TRNAP-AGG-2	gene-TRNAP-AGG
XM_018584124.1	gene-LOC108811995
XM_018584130.1	gene-LOC108811995
XM_018624193.1	gene-LOC108850706
XM_018627981.1	gene-LOC108854418
XM_018627972.1	gene-LOC108854418
Parent=gene-LOC108843339	gene-LOC108843339
XR_001950132.1	gene-LOC108855844
XR_001942940.1	gene-LOC108809979
XR_001942939.1	gene-LOC108809979
XM_018582093.1	gene-LOC108809959
XM_018582082.1	gene-LOC108809948
XM_018582104.1	gene-LOC108809970
XM_018585232.1	gene-LOC108812852
XM_018594463.1	gene-LOC108821088
XM_018595418.1	gene-LOC108822081
XM_018632013.1	gene-LOC108858007
XM_018632006.1	gene-LOC108858007
Parent=gene-LOC108843349	gene-LOC108843349
XM_018582246.1	gene-LOC108810111
XM_018582253.1	gene-LOC108810111
XM_018631708.1	gene-LOC108857688
XM_018631701.1	gene-LOC108857688
XM_018633850.1	gene-LOC108859946
XM_018633217.1	gene-LOC108859323
XM_018613276.1	gene-LOC108840446
XM_018577476.1	gene-LOC108805341
XM_018577396.1	gene-LOC108805341
XM_018577282.1	gene-LOC108805249
XM_018616543.1	gene-LOC108843357
XM_018587683.1	gene-LOC108815021
XR_001950396.1	gene-LOC108857951
XM_018633246.1	gene-LOC108859348
XM_018613420.1	gene-LOC108840577
XM_018586332.1	gene-LOC108813615
XM_018586258.1	gene-LOC108813615
XM_018586138.1	gene-LOC108813522
XM_018616556.1	gene-LOC108843366
XM_018587739.1	gene-LOC108815076
XM_018582013.1	gene-LOC108809873
XM_018582033.1	gene-LOC108809893
XM_018582023.1	gene-LOC108809883
XM_018616563.1	gene-LOC108843374
XM_018626034.1	gene-LOC108852526
XM_018612257.1	gene-LOC108839498
XM_018616574.1	gene-LOC108843381
XM_018625873.1	gene-LOC108852373
XM_018605804.1	gene-LOC108832286
XM_018585442.1	gene-LOC108813018
XM_018585432.1	gene-LOC108813010
XM_018629871.1	gene-LOC108855966
XM_018631457.1	gene-LOC108857465
XM_018634566.1	gene-LOC108860709
XM_018634577.1	gene-LOC108860719
XM_018634547.1	gene-LOC108860687
XM_018634558.1	gene-LOC108860697
XM_018634537.1	gene-LOC108860675
XM_018634528.1	gene-LOC108860666
XM_018634401.1	gene-LOC108860534
XM_018577495.1	gene-LOC108805542
XM_018577496.1	gene-LOC108805542
XM_018577494.1	gene-LOC108805485
XM_018577493.1	gene-LOC108805485
XM_018577490.1	gene-LOC108805485
XM_018577491.1	gene-LOC108805485
XM_018577492.1	gene-LOC108805485
XM_018597082.1	gene-LOC108823767
XM_018628060.1	gene-LOC108854461
XM_018579753.1	gene-LOC108807462
XM_018579771.1	gene-LOC108807481
XM_018579761.1	gene-LOC108807472
TRNAR-UCG	gene-TRNAR-UCG
XM_018628563.1	gene-LOC108854885
XM_018586695.1	gene-LOC108814180
XM_018637831.1	gene-LOC108863409
XM_018616586.1	gene-LOC108843391
XM_018634761.1	gene-LOC108860917
XM_018634768.1	gene-LOC108860917
XR_001950190.1	gene-LOC108856371
XR_001950189.1	gene-LOC108856371
XM_018632088.1	gene-LOC108858109
XM_018613683.1	gene-LOC108840868
XM_018625315.1	gene-LOC108851843
XM_018587715.1	gene-LOC108815053
XM_018625608.1	gene-LOC108852108
XM_018625636.1	gene-LOC108852108
XM_018625622.1	gene-LOC108852108
XM_018625629.1	gene-LOC108852108
XM_018625614.1	gene-LOC108852108
XM_018624391.1	gene-LOC108850939
XM_018630744.1	gene-LOC108856817
XM_018631642.1	gene-LOC108857635
XM_018580559.1	gene-LOC108808403
XM_018580554.1	gene-LOC108808395
XM_018580566.1	gene-LOC108808409
XM_018580575.1	gene-LOC108808418
XM_018580574.1	gene-LOC108808418
XM_018580544.1	gene-LOC108808384
XM_018580548.1	gene-LOC108808384
XM_018630110.1	gene-LOC108856332
XR_001949462.1	gene-LOC108852239
XR_001949464.1	gene-LOC108852239
XR_001949465.1	gene-LOC108852249
XR_001949467.1	gene-LOC108852249
XM_018634728.1	gene-LOC108860874
XM_018634716.1	gene-LOC108860862
XM_018612725.1	gene-LOC108839935
XM_018578230.1	gene-LOC108806182
XM_018578239.1	gene-LOC108806182
XM_018578211.1	gene-LOC108806166
XM_018578219.1	gene-LOC108806166
XM_018635990.1	gene-LOC108861982
XM_018628550.1	gene-LOC108854847
XM_018628652.1	gene-LOC108854941
XM_018588086.1	gene-LOC108815420
XM_018588049.1	gene-LOC108815420
XM_018579632.1	gene-LOC108807353
XM_018579650.1	gene-LOC108807362
XM_018579642.1	gene-LOC108807362
XM_018579622.1	gene-LOC108807343
XM_018582435.1	gene-LOC108810300
XM_018582420.1	gene-LOC108810300
XM_018582427.1	gene-LOC108810300
XM_018582457.1	gene-LOC108810332
XM_018582444.1	gene-LOC108810321
XM_018598601.1	gene-LOC108825262
XM_018598525.1	gene-LOC108825173
XM_018598672.1	gene-LOC108825349
XM_018608204.1	gene-LOC108834859
XM_018608268.1	gene-LOC108834859
TRNAL-UAG	gene-TRNAL-UAG
XM_018634107.1	gene-LOC108860200
XM_018587835.1	gene-LOC108815182
XM_018587826.1	gene-LOC108815172
TRNAW-CCA	gene-TRNAW-CCA
XM_018634790.1	gene-LOC108860953
XM_018582885.1	gene-LOC108810802
XM_018582043.1	gene-LOC108809904
XM_018633731.1	gene-LOC108859816
XM_018602540.1	gene-LOC108828823
XM_018587825.1	gene-LOC108815146
XM_018616606.1	gene-LOC108843410
XM_018626186.1	gene-LOC108852686
XM_018626193.1	gene-LOC108852686
XM_018636627.1	gene-LOC108862483
XM_018636643.1	gene-LOC108862483
XM_018636635.1	gene-LOC108862483
XM_018637170.1	gene-LOC108862901
XM_018614835.1	gene-LOC108842031
XM_018616616.1	gene-LOC108843422
XM_018630856.1	gene-LOC108856946
XM_018634705.1	gene-LOC108860851
XM_018616626.1	gene-LOC108843433
XM_018616638.1	gene-LOC108843441
XR_001945033.1	gene-LOC108823282
XM_018596441.1	gene-LOC108823093
XM_018596374.1	gene-LOC108823093
XM_018611915.1	gene-LOC108839045
XM_018626791.1	gene-LOC108853372
XM_018628378.1	gene-LOC108854738
XM_018628385.1	gene-LOC108854738
XM_018601608.1	gene-LOC108828025
XM_018629243.1	gene-LOC108855426
XR_001943633.1	gene-LOC108814284
XR_001943634.1	gene-LOC108814284
XR_001943632.1	gene-LOC108814284
XR_001943629.1	gene-LOC108814284
XR_001943631.1	gene-LOC108814284
XR_001943630.1	gene-LOC108814284
XR_001943627.1	gene-LOC108814284
XR_001943628.1	gene-LOC108814284
XM_018632924.1	gene-LOC108859073
XM_018587209.1	gene-LOC108814602
XM_018587090.1	gene-LOC108814501
XM_018587080.1	gene-LOC108814490
XM_018631000.1	gene-LOC108857072
XM_018619467.1	gene-LOC108846211
XM_018626907.1	gene-LOC108853492
TRNAI-AAU-2	gene-TRNAI-AAU
TRNAI-AAU-3	gene-TRNAI-AAU
Parent=gene-LOC108854838	gene-LOC108854838
XR_001950187.1	gene-LOC108856316
XM_018616673.1	gene-LOC108843466
XM_018626150.1	gene-LOC108852649
XM_018579057.1	gene-LOC108806851
XM_018629138.1	gene-LOC108855338
XM_018579480.1	gene-LOC108807219
XM_018579468.1	gene-LOC108807210
XM_018625208.1	gene-LOC108851740
XM_018579899.1	gene-LOC108807599
XM_018583002.1	gene-LOC108810932
XM_018628499.1	gene-LOC108854827
XM_018628642.1	gene-LOC108854962
XM_018636584.1	gene-LOC108862444
XM_018586312.1	gene-LOC108813680
XM_018613221.1	gene-LOC108840388
XM_018609820.1	gene-LOC108836664
XM_018609739.1	gene-LOC108836569
XM_018612913.1	gene-LOC108840086
TRNAR-ACG	gene-TRNAR-ACG
XM_018581181.1	gene-LOC108809040
XM_018581174.1	gene-LOC108809040
XM_018581188.1	gene-LOC108809040
XM_018581166.1	gene-LOC108809040
XM_018581196.1	gene-LOC108809070
XM_018633618.1	gene-LOC108859709
XM_018612680.1	gene-LOC108839898
XM_018612669.1	gene-LOC108839888
XM_018612933.1	gene-LOC108840108
TRNAR-ACG-2	gene-TRNAR-ACG
XM_018581138.1	gene-LOC108809003
XM_018581133.1	gene-LOC108809003
XM_018581144.1	gene-LOC108809003
XM_018581126.1	gene-LOC108809003
XM_018581154.1	gene-LOC108809029
XM_018633882.1	gene-LOC108859976
XR_001943020.1	gene-LOC108810247
XR_001943017.1	gene-LOC108810247
XR_001943027.1	gene-LOC108810247
XR_001943029.1	gene-LOC108810247
XR_001943034.1	gene-LOC108810247
XR_001943022.1	gene-LOC108810247
XR_001943021.1	gene-LOC108810247
XR_001943024.1	gene-LOC108810247
XR_001943026.1	gene-LOC108810247
XM_018582376.1	gene-LOC108810247
XM_018582354.1	gene-LOC108810222
XM_018582363.1	gene-LOC108810222
XM_018582370.1	gene-LOC108810236
XM_018582411.1	gene-LOC108810288
XM_018595872.1	gene-LOC108822692
XM_018587028.1	gene-LOC108814452
XM_018587041.1	gene-LOC108814458
XM_018632536.1	gene-LOC108858643
XM_018586812.1	gene-LOC108814274
XM_018579827.1	gene-LOC108807545
XM_018579821.1	gene-LOC108807535
XM_018579814.1	gene-LOC108807526
XM_018625842.1	gene-LOC108852345
XM_018633432.1	gene-LOC108859522
XM_018625221.1	gene-LOC108851726
XM_018614041.1	gene-LOC108841263
TRNAG-UCC	gene-TRNAG-UCC
XM_018629254.1	gene-LOC108855433
XM_018613134.1	gene-LOC108840297
XM_018631110.1	gene-LOC108857162
XM_018626487.1	gene-LOC108853013
XR_001949589.1	gene-LOC108852736
XM_018626234.1	gene-LOC108852736
XM_018626229.1	gene-LOC108852736
XM_018629973.1	gene-LOC108856208
TRNAV-AAC	gene-TRNAV-AAC
XM_018629426.1	gene-LOC108855573
